"","control","treatment","variance","levels","groups","sampled_numbers","repeats","diff","label"
"1399",3.07843137254902,3.22033898305085,1.98507089241034,5,2,110,100,0.141907610501828,"rand"
"1400",3.23529411764706,2.77966101694915,2.30266889074229,5,2,110,100,0.455633100697906,"rand"
"1401",2.96296296296296,3.125,1.96320440388237,5,2,118,100,0.162037037037037,"rand"
"1402",3.01851851851852,2.984375,1.62393162393162,5,2,118,100,0.0341435185185186,"rand"
"1403",2.77777777777778,3.046875,2.15652614805157,5,2,118,100,0.269097222222222,"rand"
"1404",2.55555555555556,3.15625,2.0199913081269,5,2,118,100,0.600694444444445,"rand"
"1405",3.44444444444444,2.859375,2.04353179776909,5,2,118,100,0.585069444444445,"rand"
"1406",2.98148148148148,2.984375,2.1877444589309,5,2,118,100,0.0028935185185186,"rand"
"1407",3.07407407407407,2.875,1.99884108358685,5,2,118,100,0.199074074074074,"rand"
"1408",3.14814814814815,2.984375,2.02209184412574,5,2,118,100,0.163773148148148,"rand"
"1409",2.77777777777778,2.953125,1.66746342170071,5,2,118,100,0.175347222222222,"rand"
"1410",3.03703703703704,2.875,1.92901636969434,5,2,118,100,0.162037037037037,"rand"
"1411",2.85185185185185,3.03125,2.08286252354049,5,2,118,100,0.179398148148148,"rand"
"1412",2.62962962962963,2.984375,1.99369839200348,5,2,118,100,0.35474537037037,"rand"
"1413",3.12962962962963,3.34375,1.87925539620455,5,2,118,100,0.21412037037037,"rand"
"1414",3.16666666666667,2.75,2.03918586121976,5,2,118,100,0.416666666666667,"rand"
"1415",3.35185185185185,3.0625,2.20954657395335,5,2,118,100,0.289351851851852,"rand"
"1416",3.22222222222222,2.984375,1.8630305664204,5,2,118,100,0.237847222222222,"rand"
"1417",2.77777777777778,2.8125,1.82152687237433,5,2,118,100,0.0347222222222223,"rand"
"1418",3.14814814814815,2.9375,2.11849920324497,5,2,118,100,0.210648148148148,"rand"
"1419",3.05555555555556,2.828125,2.21758655656961,5,2,118,100,0.227430555555555,"rand"
"1420",2.72222222222222,3.203125,2.06808633927278,5,2,118,100,0.480902777777778,"rand"
"1421",2.7962962962963,2.953125,1.98580327393887,5,2,118,100,0.156828703703704,"rand"
"1422",3.03703703703704,3.140625,1.93140663479647,5,2,118,100,0.103587962962963,"rand"
"1423",3.37037037037037,2.640625,2.11045922062871,5,2,118,100,0.72974537037037,"rand"
"1424",2.88888888888889,3.1875,2.06576850644647,5,2,118,100,0.298611111111111,"rand"
"1425",3.11111111111111,3.140625,1.94096769520498,5,2,118,100,0.0295138888888888,"rand"
"1426",2.92592592592593,3.0625,2.32478632478632,5,2,118,100,0.136574074074074,"rand"
"1427",3.14814814814815,2.8125,2.0501231348689,5,2,118,100,0.335648148148148,"rand"
"1428",3.03703703703704,2.984375,2.07685064464725,5,2,118,100,0.0526620370370372,"rand"
"1429",3.24074074074074,3.078125,1.95943792553962,5,2,118,100,0.162615740740741,"rand"
"1430",2.64814814814815,3.03125,2.00470809792844,5,2,118,100,0.383101851851852,"rand"
"1431",3.48148148148148,3.03125,1.82355497609735,5,2,118,100,0.450231481481481,"rand"
"1432",2.98148148148148,3,2.53838910618572,5,2,118,100,0.0185185185185186,"rand"
"1433",2.83333333333333,3.046875,2.09995654063451,5,2,118,100,0.213541666666667,"rand"
"1434",3.12962962962963,3,2.278502100536,5,2,118,100,0.12962962962963,"rand"
"1435",3.18518518518519,3.125,1.75430972041142,5,2,118,100,0.0601851851851851,"rand"
"1436",2.72222222222222,2.734375,1.84035926408808,5,2,118,100,0.0121527777777777,"rand"
"1437",3.12962962962963,2.78125,1.88533970737361,5,2,118,100,0.34837962962963,"rand"
"1438",2.92592592592593,3.140625,1.97254816746342,5,2,118,100,0.214699074074074,"rand"
"1439",2.81481481481481,2.8125,2.01622482978415,5,2,118,100,0.00231481481481488,"rand"
"1440",3.27777777777778,2.78125,2.05975662755324,5,2,118,100,0.496527777777778,"rand"
"1441",2.7962962962963,3.15625,1.90591047370708,5,2,118,100,0.359953703703704,"rand"
"1442",3.03703703703704,2.78125,1.71606547877734,5,2,118,100,0.255787037037037,"rand"
"1443",3.33333333333333,3.078125,2.08988845429523,5,2,118,100,0.255208333333333,"rand"
"1444",3.22222222222222,2.765625,1.99080110097059,5,2,118,100,0.456597222222222,"rand"
"1445",2.7962962962963,3.0625,2.02209184412574,5,2,118,100,0.266203703703704,"rand"
"1446",2.98148148148148,2.71875,1.72598870056497,5,2,118,100,0.262731481481481,"rand"
"1447",3.2962962962963,3.0625,1.97102708967116,5,2,118,100,0.233796296296296,"rand"
"1448",2.90740740740741,3.046875,1.86295813414457,5,2,118,100,0.139467592592593,"rand"
"1449",2.77777777777778,3.1875,1.70940170940171,5,2,118,100,0.409722222222222,"rand"
"1450",2.92592592592593,3.109375,2.05917716934666,5,2,118,100,0.183449074074074,"rand"
"1451",3.24074074074074,3.21875,2.00702593075474,5,2,118,100,0.0219907407407409,"rand"
"1452",3.09259259259259,2.765625,1.83891061857164,5,2,118,100,0.326967592592593,"rand"
"1453",3.27777777777778,3.1875,1.76770969143851,5,2,118,100,0.0902777777777777,"rand"
"1454",2.62962962962963,2.78125,1.67695204983341,5,2,118,100,0.15162037037037,"rand"
"1455",3.01851851851852,3.015625,2.01680428799073,5,2,118,100,0.0028935185185186,"rand"
"1456",3.22222222222222,2.984375,2.01687672026655,5,2,118,100,0.237847222222222,"rand"
"1457",3.27777777777778,3.1875,1.76770969143851,5,2,118,100,0.0902777777777777,"rand"
"1458",3.16666666666667,2.65625,1.8253657829929,5,2,118,100,0.510416666666667,"rand"
"1459",2.90740740740741,2.890625,2.12632188903375,5,2,118,100,0.0167824074074074,"rand"
"1460",3.01851851851852,2.8125,2.11944082283065,5,2,118,100,0.206018518518519,"rand"
"1461",3.22222222222222,2.71875,2.13414457482254,5,2,118,100,0.503472222222222,"rand"
"1462",3.16666666666667,2.921875,2.01593510068086,5,2,118,100,0.244791666666667,"rand"
"1463",2.94444444444444,3.03125,1.9230044908011,5,2,118,100,0.0868055555555554,"rand"
"1464",3.35185185185185,2.78125,2.05801825293351,5,2,118,100,0.570601851851852,"rand"
"1465",2.90740740740741,2.875,1.7228016804288,5,2,118,100,0.0324074074074074,"rand"
"1466",2.64814814814815,3.015625,1.92524989135159,5,2,118,100,0.367476851851852,"rand"
"1467",3.25925925925926,3.0625,2.11328407938577,5,2,118,100,0.196759259259259,"rand"
"1468",3.11111111111111,2.90625,2.34188034188034,5,2,118,100,0.204861111111111,"rand"
"1469",2.85185185185185,2.640625,2.28081993336231,5,2,118,100,0.211226851851852,"rand"
"1470",2.83333333333333,3.1875,1.90533101550051,5,2,118,100,0.354166666666667,"rand"
"1471",2.46296296296296,3.21875,1.7529335071708,5,2,118,100,0.755787037037037,"rand"
"1472",2.48148148148148,3.125,1.62914674779082,5,2,118,100,0.643518518518519,"rand"
"1473",3.07407407407407,3.109375,1.9655946689845,5,2,118,100,0.035300925925926,"rand"
"1474",2.94444444444444,3,1.93951904968854,5,2,118,100,0.0555555555555554,"rand"
"1475",3.12962962962963,2.921875,1.84586411705056,5,2,118,100,0.20775462962963,"rand"
"1476",3.14814814814815,2.765625,2.00499782703173,5,2,118,100,0.382523148148148,"rand"
"1477",3.03703703703704,3.0625,1.82645226713023,5,2,118,100,0.0254629629629628,"rand"
"1478",2.87037037037037,2.9375,2.13653483992467,5,2,118,100,0.0671296296296298,"rand"
"1479",2.85185185185185,2.78125,2.05041286397219,5,2,118,100,0.0706018518518516,"rand"
"1480",2.94444444444444,3.15625,1.86824569027959,5,2,118,100,0.211805555555555,"rand"
"1481",3.25925925925926,3.078125,1.94821092278719,5,2,118,100,0.181134259259259,"rand"
"1482",2.74074074074074,3.015625,1.84245980008692,5,2,118,100,0.274884259259259,"rand"
"1483",3.18518518518519,2.921875,1.88707808199334,5,2,118,100,0.263310185185185,"rand"
"1484",3.18518518518519,2.921875,2.02383021874547,5,2,118,100,0.263310185185185,"rand"
"1485",3.18518518518519,2.984375,2.22490221642764,5,2,118,100,0.200810185185185,"rand"
"1486",3.07407407407407,3.03125,2.01448645516442,5,2,118,100,0.042824074074074,"rand"
"1487",2.94444444444444,2.890625,1.68506446472548,5,2,118,100,0.0538194444444446,"rand"
"1488",3.14814814814815,3.15625,1.97653194263364,5,2,118,100,0.00810185185185164,"rand"
"1489",3.01851851851852,3.0625,1.98964218455744,5,2,118,100,0.0439814814814814,"rand"
"1490",3.09259259259259,2.9375,1.7178762856729,5,2,118,100,0.155092592592593,"rand"
"1491",2.83333333333333,3,2.03686802839345,5,2,118,100,0.166666666666667,"rand"
"1492",2.90740740740741,2.8125,1.98761408083442,5,2,118,100,0.0949074074074074,"rand"
"1493",3,3.234375,2.23156598580327,5,2,118,100,0.234375,"rand"
"1494",3.11111111111111,2.859375,1.92242503259452,5,2,118,100,0.251736111111111,"rand"
"1495",3.12962962962963,3.015625,2.08083441981747,5,2,118,100,0.11400462962963,"rand"
"1496",2.42592592592593,3.28125,2.33818629581341,5,2,118,100,0.855324074074074,"rand"
"1497",3.2962962962963,2.90625,2.02694480660582,5,2,118,100,0.390046296296296,"rand"
"1498",3.18518518518519,3.03125,2.16050992322179,5,2,118,100,0.153935185185185,"rand"
"1499",2.88888888888889,3.3125,1.90033318846878,5,2,118,100,0.423611111111111,"rand"
"1500",2.55555555555556,3.125,2.16949152542373,5,2,118,100,0.569444444444445,"rand"
"1501",3.1875,2.88709677419355,1.9104126984127,5,2,126,100,0.300403225806452,"rand"
"1502",2.859375,3.19354838709677,1.73542857142857,5,2,126,100,0.334173387096774,"rand"
"1503",2.78125,3.06451612903226,2.08965079365079,5,2,126,100,0.283266129032258,"rand"
"1504",2.6875,3.04838709677419,2.03765079365079,5,2,126,100,0.360887096774194,"rand"
"1505",3.25,2.95161290322581,2.20526984126984,5,2,126,100,0.298387096774194,"rand"
"1506",3.15625,2.87096774193548,2.06374603174603,5,2,126,100,0.285282258064516,"rand"
"1507",2.890625,2.98387096774194,1.96393650793651,5,2,126,100,0.0932459677419355,"rand"
"1508",3.125,2.90322580645161,1.95174603174603,5,2,126,100,0.221774193548387,"rand"
"1509",2.953125,2.91935483870968,1.78793650793651,5,2,126,100,0.0337701612903225,"rand"
"1510",3.046875,2.7258064516129,2.05155555555556,5,2,126,100,0.321068548387097,"rand"
"1511",2.890625,2.85483870967742,1.90374603174603,5,2,126,100,0.0357862903225805,"rand"
"1512",3.359375,3.11290322580645,1.92685714285714,5,2,126,100,0.246471774193548,"rand"
"1513",3.109375,2.67741935483871,1.94926984126984,5,2,126,100,0.43195564516129,"rand"
"1514",2.96875,3.37096774193548,2.236,5,2,126,100,0.402217741935484,"rand"
"1515",3.125,3.14516129032258,1.86165079365079,5,2,126,100,0.0201612903225805,"rand"
"1516",2.84375,2.7258064516129,1.86571428571429,5,2,126,100,0.117943548387097,"rand"
"1517",3.078125,3.04838709677419,2.13993650793651,5,2,126,100,0.0297379032258065,"rand"
"1518",2.9375,3.01612903225806,2.23142857142857,5,2,126,100,0.0786290322580645,"rand"
"1519",2.859375,2.98387096774194,1.89765079365079,5,2,126,100,0.124495967741935,"rand"
"1520",2.859375,3.08064516129032,1.96698412698413,5,2,126,100,0.221270161290323,"rand"
"1521",2.953125,3,2.03942857142857,5,2,126,100,0.046875,"rand"
"1522",2.96875,3.01612903225806,2.16793650793651,5,2,126,100,0.0473790322580645,"rand"
"1523",3.234375,3.08064516129032,2.02260317460317,5,2,126,100,0.153729838709677,"rand"
"1524",2.9375,3.03225806451613,2.17574603174603,5,2,126,100,0.094758064516129,"rand"
"1525",3.09375,3.06451612903226,2.07365079365079,5,2,126,100,0.029233870967742,"rand"
"1526",3.109375,3.04838709677419,1.94565079365079,5,2,126,100,0.0609879032258065,"rand"
"1527",3.0625,2.96774193548387,2.06374603174603,5,2,126,100,0.094758064516129,"rand"
"1528",2.6875,2.98387096774194,1.996,5,2,126,100,0.296370967741935,"rand"
"1529",3.03125,3.41935483870968,1.90222222222222,5,2,126,100,0.388104838709677,"rand"
"1530",3.421875,2.61290322580645,2.50342857142857,5,2,126,100,0.808971774193548,"rand"
"1531",2.96875,2.83870967741935,2.02285714285714,5,2,126,100,0.130040322580645,"rand"
"1532",3.21875,3.09677419354839,2.19860317460317,5,2,126,100,0.121975806451613,"rand"
"1533",3.046875,2.98387096774194,1.88774603174603,5,2,126,100,0.0630040322580645,"rand"
"1534",2.8125,2.91935483870968,1.94165079365079,5,2,126,100,0.106854838709677,"rand"
"1535",3.171875,2.82258064516129,1.856,5,2,126,100,0.34929435483871,"rand"
"1536",2.5,3.06451612903226,1.93422222222222,5,2,126,100,0.564516129032258,"rand"
"1537",3.09375,3.03225806451613,2.12393650793651,5,2,126,100,0.061491935483871,"rand"
"1538",3.078125,3.11290322580645,1.79885714285714,5,2,126,100,0.0347782258064515,"rand"
"1539",2.6875,2.88709677419355,1.83371428571429,5,2,126,100,0.199596774193548,"rand"
"1540",3.34375,2.75806451612903,1.95688888888889,5,2,126,100,0.585685483870968,"rand"
"1541",3,3.12903225806452,2.07593650793651,5,2,126,100,0.129032258064516,"rand"
"1542",3.078125,2.7258064516129,2.00685714285714,5,2,126,100,0.352318548387097,"rand"
"1543",2.8125,2.96774193548387,1.76355555555556,5,2,126,100,0.155241935483871,"rand"
"1544",3.140625,3.17741935483871,1.95860317460317,5,2,126,100,0.0367943548387095,"rand"
"1545",2.96875,2.90322580645161,1.81993650793651,5,2,126,100,0.065524193548387,"rand"
"1546",3.078125,2.93548387096774,1.78393650793651,5,2,126,100,0.142641129032258,"rand"
"1547",2.890625,3.35483870967742,1.97771428571429,5,2,126,100,0.464213709677419,"rand"
"1548",3.078125,3.30645161290323,2.04342857142857,5,2,126,100,0.228326612903226,"rand"
"1549",2.9375,3.04838709677419,1.89593650793651,5,2,126,100,0.110887096774194,"rand"
"1550",2.875,2.93548387096774,1.70285714285714,5,2,126,100,0.060483870967742,"rand"
"1551",2.6875,2.90322580645161,1.84507936507937,5,2,126,100,0.215725806451613,"rand"
"1552",3.515625,2.98387096774194,1.83898412698413,5,2,126,100,0.531754032258065,"rand"
"1553",2.96875,3.16129032258065,2.10793650793651,5,2,126,100,0.192540322580645,"rand"
"1554",3.28125,2.85483870967742,1.85885714285714,5,2,126,100,0.426411290322581,"rand"
"1555",2.890625,3.09677419354839,1.91193650793651,5,2,126,100,0.206149193548387,"rand"
"1556",2.75,2.85483870967742,2.14431746031746,5,2,126,100,0.104838709677419,"rand"
"1557",2.84375,2.91935483870968,2.08971428571429,5,2,126,100,0.0756048387096775,"rand"
"1558",3.09375,3.06451612903226,2.07365079365079,5,2,126,100,0.029233870967742,"rand"
"1559",3.046875,2.93548387096774,1.86393650793651,5,2,126,100,0.111391129032258,"rand"
"1560",2.875,3.20967741935484,2.0384126984127,5,2,126,100,0.334677419354839,"rand"
"1561",2.84375,2.75806451612903,1.71231746031746,5,2,126,100,0.0856854838709675,"rand"
"1562",2.921875,3,1.9744126984127,5,2,126,100,0.078125,"rand"
"1563",3.125,3.24193548387097,2.1664126984127,5,2,126,100,0.116935483870968,"rand"
"1564",2.8125,2.90322580645161,2.36342857142857,5,2,126,100,0.090725806451613,"rand"
"1565",2.8125,3.17741935483871,2.03993650793651,5,2,126,100,0.36491935483871,"rand"
"1566",2.96875,2.90322580645161,1.85193650793651,5,2,126,100,0.065524193548387,"rand"
"1567",2.796875,2.61290322580645,1.79307936507937,5,2,126,100,0.183971774193548,"rand"
"1568",3.03125,3.01612903225806,1.71942857142857,5,2,126,100,0.0151209677419355,"rand"
"1569",2.921875,3.06451612903226,2.10393650793651,5,2,126,100,0.142641129032258,"rand"
"1570",3.171875,2.85483870967742,1.79174603174603,5,2,126,100,0.317036290322581,"rand"
"1571",2.75,3.11290322580645,1.93885714285714,5,2,126,100,0.362903225806452,"rand"
"1572",2.890625,3.08064516129032,1.85574603174603,5,2,126,100,0.190020161290323,"rand"
"1573",2.96875,2.98387096774194,2.11942857142857,5,2,126,100,0.0151209677419355,"rand"
"1574",2.8125,2.88709677419355,2.03307936507937,5,2,126,100,0.0745967741935485,"rand"
"1575",2.96875,3.06451612903226,1.83974603174603,5,2,126,100,0.095766129032258,"rand"
"1576",3.34375,3.03225806451613,1.97942857142857,5,2,126,100,0.311491935483871,"rand"
"1577",2.765625,2.95161290322581,1.78742857142857,5,2,126,100,0.185987903225806,"rand"
"1578",2.9375,3.14516129032258,1.9744126984127,5,2,126,100,0.207661290322581,"rand"
"1579",3.421875,2.90322580645161,2.172,5,2,126,100,0.518649193548387,"rand"
"1580",2.90625,2.91935483870968,2.17631746031746,5,2,126,100,0.0131048387096775,"rand"
"1581",3.15625,3.16129032258065,1.60660317460317,5,2,126,100,0.00504032258064502,"rand"
"1582",3,3,2.016,5,2,126,100,0,"rand"
"1583",2.921875,3.14516129032258,2.04698412698413,5,2,126,100,0.223286290322581,"rand"
"1584",3.15625,2.83870967741935,1.632,5,2,126,100,0.317540322580645,"rand"
"1585",2.953125,3.06451612903226,2.07193650793651,5,2,126,100,0.111391129032258,"rand"
"1586",2.796875,2.79032258064516,1.87707936507937,5,2,126,100,0.00655241935483852,"rand"
"1587",2.890625,3.32258064516129,2.17326984126984,5,2,126,100,0.43195564516129,"rand"
"1588",2.875,3.14516129032258,2.03993650793651,5,2,126,100,0.270161290322581,"rand"
"1589",3.125,3.01612903225806,2.03485714285714,5,2,126,100,0.108870967741935,"rand"
"1590",2.921875,2.87096774193548,2.33326984126984,5,2,126,100,0.050907258064516,"rand"
"1591",3.078125,3.19354838709677,2.02165079365079,5,2,126,100,0.115423387096774,"rand"
"1592",3.109375,2.98387096774194,2.10971428571429,5,2,126,100,0.125504032258065,"rand"
"1593",3.015625,3.08064516129032,2.01371428571429,5,2,126,100,0.0650201612903225,"rand"
"1594",3.015625,2.96774193548387,2.03993650793651,5,2,126,100,0.047883064516129,"rand"
"1595",3,3,2,5,2,126,100,0,"rand"
"1596",3.15625,3.08064516129032,1.83371428571429,5,2,126,100,0.0756048387096775,"rand"
"1597",3.078125,3.01612903225806,1.91771428571429,5,2,126,100,0.0619959677419355,"rand"
"1598",2.9375,2.88709677419355,2.14431746031746,5,2,126,100,0.0504032258064515,"rand"
"1599",3,3.08064516129032,2.1824126984127,5,2,126,100,0.0806451612903225,"rand"
"1600",3.140625,2.93548387096774,2.0864126984127,5,2,126,100,0.205141129032258,"rand"
"1601",3,3.08928571428571,1.94596566041971,5,2,134,100,0.0892857142857144,"rand"
"1602",2.92307692307692,3.25,1.66558186511054,5,2,134,100,0.326923076923077,"rand"
"1603",2.96153846153846,2.69642857142857,2.1730445516777,5,2,134,100,0.26510989010989,"rand"
"1604",2.82051282051282,3,2.01907754460779,5,2,134,100,0.179487179487179,"rand"
"1605",3.19230769230769,3.17857142857143,2.19801369094378,5,2,134,100,0.0137362637362641,"rand"
"1606",2.87179487179487,2.94642857142857,1.96796094714398,5,2,134,100,0.0746336996336998,"rand"
"1607",2.97435897435897,3.16071428571429,1.97469419818202,5,2,134,100,0.186355311355311,"rand"
"1608",2.91025641025641,2.875,1.71832566490854,5,2,134,100,0.0352564102564101,"rand"
"1609",2.96153846153846,3,1.9769386151947,5,2,134,100,0.0384615384615383,"rand"
"1610",2.75641025641026,3.14285714285714,1.9706542475592,5,2,134,100,0.386446886446886,"rand"
"1611",2.78205128205128,3.14285714285714,2.03304904051173,5,2,134,100,0.360805860805861,"rand"
"1612",2.92307692307692,3.16071428571429,2.00701380316463,5,2,134,100,0.237637362637363,"rand"
"1613",3.1025641025641,3.19642857142857,2.1226012793177,5,2,134,100,0.093864468864469,"rand"
"1614",3.05128205128205,3.48214285714286,1.87840870833801,5,2,134,100,0.430860805860806,"rand"
"1615",2.74358974358974,2.71428571428571,1.85209291886432,5,2,134,100,0.0293040293040292,"rand"
"1616",2.92307692307692,3.23214285714286,2.15514532600157,5,2,134,100,0.309065934065934,"rand"
"1617",3.05128205128205,2.89285714285714,2.24037706205813,5,2,134,100,0.158424908424908,"rand"
"1618",2.80769230769231,3.375,1.86264167882393,5,2,134,100,0.567307692307693,"rand"
"1619",3.05128205128205,2.85714285714286,2.02917742116485,5,2,134,100,0.194139194139194,"rand"
"1620",2.85897435897436,2.69642857142857,1.98608461452138,5,2,134,100,0.162545787545787,"rand"
"1621",3.02564102564103,3.32142857142857,2.11289417573785,5,2,134,100,0.295787545787546,"rand"
"1622",3.19230769230769,3.03571428571429,1.93115250813601,5,2,134,100,0.156593406593407,"rand"
"1623",2.96153846153846,3.17857142857143,2.26040848389631,5,2,134,100,0.217032967032967,"rand"
"1624",2.91025641025641,2.89285714285714,1.96796094714398,5,2,134,100,0.0173992673992673,"rand"
"1625",2.85897435897436,3.42857142857143,2.1183368869936,5,2,134,100,0.569597069597069,"rand"
"1626",2.92307692307692,2.92857142857143,1.94927617551341,5,2,134,100,0.00549450549450547,"rand"
"1627",3.05128205128205,3.33928571428571,1.97783638199978,5,2,134,100,0.288003663003663,"rand"
"1628",3.07692307692308,2.83928571428571,2.26265290090899,5,2,134,100,0.237637362637363,"rand"
"1629",3.06410256410256,2.98214285714286,2.29985411289418,5,2,134,100,0.0819597069597071,"rand"
"1630",2.91025641025641,3.17857142857143,2.20250252496914,5,2,134,100,0.268315018315018,"rand"
"1631",2.98717948717949,3.21428571428571,1.82027830770957,5,2,134,100,0.227106227106227,"rand"
"1632",2.87179487179487,2.82142857142857,1.91740545393334,5,2,134,100,0.0503663003663002,"rand"
"1633",2.91025641025641,3.08928571428571,1.83436202446415,5,2,134,100,0.179029304029304,"rand"
"1634",2.67948717948718,2.85714285714286,1.9614521378072,5,2,134,100,0.177655677655678,"rand"
"1635",3.03846153846154,3.16071428571429,2.06710806867916,5,2,134,100,0.122252747252747,"rand"
"1636",3,3.05357142857143,1.88671305128493,5,2,134,100,0.0535714285714284,"rand"
"1637",2.83333333333333,2.83928571428571,1.73224105038716,5,2,134,100,0.00595238095238093,"rand"
"1638",3.15384615384615,3.10714285714286,2.11715856806195,5,2,134,100,0.0467032967032965,"rand"
"1639",3.14102564102564,2.92857142857143,2.01980698013691,5,2,134,100,0.212454212454213,"rand"
"1640",2.75641025641026,2.98214285714286,1.79710470205364,5,2,134,100,0.225732600732601,"rand"
"1641",2.94871794871795,3.17857142857143,1.96790483671866,5,2,134,100,0.229853479853479,"rand"
"1642",3.15384615384615,2.98214285714286,1.82027830770957,5,2,134,100,0.171703296703297,"rand"
"1643",2.88461538461538,2.85714285714286,1.84092694422624,5,2,134,100,0.0274725274725274,"rand"
"1644",3.06410256410256,3.03571428571429,1.95965660419706,5,2,134,100,0.0283882783882787,"rand"
"1645",3.32051282051282,3.16071428571429,1.99528672427337,5,2,134,100,0.159798534798535,"rand"
"1646",3.1025641025641,2.83928571428571,1.85708674671754,5,2,134,100,0.263278388278388,"rand"
"1647",2.96153846153846,2.83928571428571,1.72124340702503,5,2,134,100,0.122252747252747,"rand"
"1648",2.8974358974359,2.80357142857143,1.89703736954326,5,2,134,100,0.093864468864469,"rand"
"1649",3.02564102564103,3.19642857142857,1.9980361351139,5,2,134,100,0.170787545787546,"rand"
"1650",3.14102564102564,3.375,1.79216698462574,5,2,134,100,0.233974358974359,"rand"
"1651",3,2.91071428571429,1.87077769049489,5,2,134,100,0.0892857142857144,"rand"
"1652",3.01282051282051,2.67857142857143,2.05145326001571,5,2,134,100,0.334249084249084,"rand"
"1653",3.16666666666667,2.78571428571429,2.18791381438671,5,2,134,100,0.380952380952381,"rand"
"1654",2.91025641025641,3,2.17018291998653,5,2,134,100,0.0897435897435899,"rand"
"1655",3.23076923076923,2.75,1.969027045225,5,2,134,100,0.480769230769231,"rand"
"1656",3.05128205128205,2.94642857142857,1.91723712265739,5,2,134,100,0.104853479853479,"rand"
"1657",2.71794871794872,3.01785714285714,1.8925485355179,5,2,134,100,0.299908424908425,"rand"
"1658",2.91025641025641,2.91071428571429,1.76635618897991,5,2,134,100,0.000457875457875456,"rand"
"1659",3.20512820512821,3,2.13601167096847,5,2,134,100,0.205128205128205,"rand"
"1660",2.97435897435897,3,2.27045225002806,5,2,134,100,0.0256410256410255,"rand"
"1661",2.66666666666667,3.10714285714286,2.27830770957244,5,2,134,100,0.440476190476191,"rand"
"1662",2.92307692307692,3.125,1.81197396476265,5,2,134,100,0.201923076923077,"rand"
"1663",2.83333333333333,2.57142857142857,1.76529009089889,5,2,134,100,0.261904761904762,"rand"
"1664",2.96153846153846,3.05357142857143,1.71428571428571,5,2,134,100,0.0920329670329667,"rand"
"1665",3.06410256410256,3.07142857142857,2.0029738525418,5,2,134,100,0.0073260073260073,"rand"
"1666",3.07692307692308,2.76785714285714,1.85439344630232,5,2,134,100,0.309065934065934,"rand"
"1667",2.94871794871795,2.92857142857143,2.05655930871956,5,2,134,100,0.0201465201465205,"rand"
"1668",2.8974358974359,3.21428571428571,1.92391426327012,5,2,134,100,0.316849816849817,"rand"
"1669",2.8974358974359,2.83928571428571,1.9762652900909,5,2,134,100,0.0581501831501829,"rand"
"1670",3,2.98214285714286,2.06761306250701,5,2,134,100,0.0178571428571428,"rand"
"1671",3.25641025641026,2.94642857142857,1.87100213219616,5,2,134,100,0.309981684981685,"rand"
"1672",2.80769230769231,2.92857142857143,1.83688699360341,5,2,134,100,0.120879120879121,"rand"
"1673",2.8974358974359,3.23214285714286,1.91589047244978,5,2,134,100,0.33470695970696,"rand"
"1674",3.02564102564103,3.23214285714286,1.99489395129615,5,2,134,100,0.206501831501832,"rand"
"1675",3.03846153846154,2.80357142857143,2.282123218494,5,2,134,100,0.23489010989011,"rand"
"1676",3.12820512820513,3.14285714285714,1.80136909437774,5,2,134,100,0.0146520146520146,"rand"
"1677",2.96153846153846,3.07142857142857,1.84204915273258,5,2,134,100,0.10989010989011,"rand"
"1678",3.19230769230769,2.96428571428571,2.04314891706879,5,2,134,100,0.228021978021978,"rand"
"1679",2.96153846153846,3,1.70626192346538,5,2,134,100,0.0384615384615383,"rand"
"1680",3,3.01785714285714,1.9924250925822,5,2,134,100,0.0178571428571428,"rand"
"1681",2.76923076923077,2.92857142857143,1.97284255414656,5,2,134,100,0.159340659340659,"rand"
"1682",3.15384615384615,2.96428571428571,2.2349904612277,5,2,134,100,0.189560439560439,"rand"
"1683",3.01282051282051,3.08928571428571,1.87767927280889,5,2,134,100,0.0764652014652016,"rand"
"1684",3.12820512820513,2.66071428571429,2.22853776231624,5,2,134,100,0.467490842490843,"rand"
"1685",3.08974358974359,3.03571428571429,2.16838738637639,5,2,134,100,0.0540293040293043,"rand"
"1686",2.97435897435897,3.32142857142857,2.06082370104365,5,2,134,100,0.347069597069597,"rand"
"1687",3.11538461538462,3.19642857142857,2.00763101784312,5,2,134,100,0.0810439560439562,"rand"
"1688",3.01282051282051,2.57142857142857,2.08309953989451,5,2,134,100,0.441391941391941,"rand"
"1689",2.84615384615385,3.25,2.05992593423858,5,2,134,100,0.403846153846154,"rand"
"1690",3.05128205128205,3.28571428571429,1.88733026596342,5,2,134,100,0.234432234432234,"rand"
"1691",3.05128205128205,3.125,1.83531590169453,5,2,134,100,0.0737179487179489,"rand"
"1692",2.98717948717949,2.71428571428571,2.14167882392549,5,2,134,100,0.272893772893773,"rand"
"1693",2.92307692307692,3.08928571428571,2.09768825047694,5,2,134,100,0.166208791208792,"rand"
"1694",3.1025641025641,2.96428571428571,2.13331837055325,5,2,134,100,0.138278388278388,"rand"
"1695",2.88461538461538,2.96428571428571,1.88042868364942,5,2,134,100,0.0796703296703298,"rand"
"1696",2.98717948717949,2.89285714285714,2.04988216810683,5,2,134,100,0.0943223443223444,"rand"
"1697",3.02564102564103,2.91071428571429,2.2175401189541,5,2,134,100,0.11492673992674,"rand"
"1698",3.16666666666667,3.125,1.90236785994838,5,2,134,100,0.0416666666666665,"rand"
