"","tb_check","tb_ryan_core","tb_ryan_fund","nk_check","nk_ryan_core","nk_ryan_fund","mw_check","mw_ryan_core","mw_ryan_fund","age","race","gender","educ","empl","inc","pid","ideol","interest","official","interest.text","official.text","inc.text","educ.text","pid_follow","ideol_follow","tb","nk","mw","tb_supp","nk_supp","mw_supp","media","part","tb_rand_order","nk_rand_order","mw_rand_order"
"284",1,"3","3",0,"2","2",0,"2","2","63","White","Male","7","Employed full time outside of the home","6","Democrat","Liberal","4",1,"Most of the time","Yes","$100,000 to $149,999","Professional degree (PhD, JD, MD)","Not very strong","Somewhat liberal","M_Opp","M_Supp","M_Opp",1,2,5,"2","3","fund|core|check","fund|check|core","core|check|fund"
"285",0,"1","1",0,"1","1",0,"2","1","27","White","Male","5","Employed full time outside of the home","3","Republican","Neither","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Neither","P_Opp","P_Supp","P_Supp",2,4,4,"3","0","core|check|fund","fund|core|check","core|check|fund"
"286",1,"2","2",0,"3","3",0,"3","5","21","White","Male","3","Employed full time outside of the home","4","Democrat","Liberal","2",0,"Only now and then","No","$60,000 to $79,999","Some college work","Strong","Very liberal","C","P_Supp","P_Supp",2,4,5,"1","0","fund|core|check","fund|check|core","check|fund|core"
"287",1,"3","2",1,"2","2",0,"2","2","41","White","Male","5","Unemployed","1","Republican","Conservative","4",0,"Most of the time","No","Less than $20,000","Bachelor's degree","Not very strong","Somewhat conservative","M_Supp","M_Supp","P_Supp",3,3,4,"2","0","core|check|fund","fund|core|check","fund|core|check"
"288",0,"4","4",1,"3","3",0,"5","5","33","White","Female","3","Unemployed","1","Republican","Conservative","4",0,"Most of the time","No","Less than $20,000","Some college work","Strong","Somewhat conservative","M_Supp","M_Opp","C",5,3,5,"2","0","check|core|fund","check|fund|core","core|fund|check"
"289",1,"4","4",0,"4","4",0,"5","3","31","Hispanic","Male","5","Employed full time outside of the home","7","Democrat","Liberal","2",0,"Only now and then","No","More than $150,000","Bachelor's degree","Strong","Very liberal","M_Supp","P_Supp","C",2,1,5,"1","1","check|fund|core","check|core|fund","fund|core|check"
"290",0,"5","5",0,"4","5",1,"5","5","35","Black or African-American","Female","5","Unemployed","4","Democrat","Liberal","3",1,"Some of the time","Yes","$60,000 to $79,999","Bachelor's degree","Strong","Very liberal","C","M_Supp","M_Opp",1,1,5,"1","2","check|core|fund","core|check|fund","core|check|fund"
"291",1,"3","3",0,"3","3",1,"5","4","48","White","Female","2","Employed full time outside of the home","2","Republican","Conservative","4",0,"Most of the time","No","$20,000 to $39,999","High School / GED","Strong","Very conservative","M_Supp","C","M_Supp",5,3,5,"1","0","core|check|fund","check|fund|core","check|core|fund"
"293",0,"5","5",1,"5","5",0,"4","4","39","White","Male","2","Employed full time outside of the home","2","Democrat","Liberal","4",0,"Most of the time","No","$20,000 to $39,999","High School / GED","Not very strong","Somewhat liberal","M_Supp","P_Supp","P_Opp",1,2,4,"3","1","fund|core|check","fund|core|check","fund|core|check"
"294",0,"2","2",0,"2","3",0,"2","4","30","White","Female","2","Unemployed","1","Independent","Conservative","3",0,"Some of the time","No","Less than $20,000","High School / GED","Closer to the Democratic Party","Very conservative","M_Opp","P_Supp","M_Opp",3,2,5,"0","1","core|fund|check","check|fund|core","check|fund|core"
"295",0,"2","2",0,"1","1",0,"3","3","27","White","Male","2","Unemployed","2","Democrat","Liberal","3",1,"Some of the time","Yes","$20,000 to $39,999","High School / GED","Not very strong","Somewhat liberal","P_Opp","P_Opp","P_Opp",2,1,4,"1","0","check|fund|core","fund|core|check","fund|check|core"
"296",0,"4","4",0,"4","4",0,"4","3","55","Asian","Female","5","Employed full time outside of the home","3","Democrat","Conservative","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Somewhat conservative","M_Opp","C","P_Supp",4,2,4,"2","1","check|fund|core","check|core|fund","check|core|fund"
"297",0,"4","4",0,"4","4",0,"5","5","58","White","Female","7","Unemployed","7","Democrat","Liberal","3",0,"Some of the time","No","More than $150,000","Professional degree (PhD, JD, MD)","Not very strong","Somewhat liberal","C","M_Supp","C",1,4,5,"0","0","core|check|fund","core|fund|check","core|fund|check"
"298",0,"4","4",0,"2","2",0,"3","3","36","White","Male","5","Employed full time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","P_Opp","M_Supp","P_Supp",1,2,5,"0","0","fund|core|check","check|fund|core","check|core|fund"
"299",1,"4","3",0,"2","2",0,"3","2","19","White","Male","3","Student","6","Republican","Conservative","3",0,"Some of the time","No","$100,000 to $149,999","Some college work","Not very strong","Very conservative","M_Opp","P_Supp","P_Opp",3,4,2,"1","0","fund|check|core","check|fund|core","check|fund|core"
"300",0,"5","5",0,"5","5",1,"5","4","51","White","Male","2","Employed full time outside of the home","4","Republican","Conservative","2",0,"Only now and then","No","$60,000 to $79,999","High School / GED","Strong","Somewhat conservative","P_Supp","P_Supp","P_Supp",4,5,4,"1","0","core|fund|check","check|fund|core","check|fund|core"
"301",0,"4","4",0,"5","4",0,"2","3","25","White","Female","5","Employed full time outside of the home","2","Democrat","Liberal","3",1,"Some of the time","Yes","$20,000 to $39,999","Bachelor's degree","Strong","Very liberal","P_Opp","C","M_Opp",1,1,3,"2","3","core|fund|check","core|check|fund","fund|check|core"
"302",1,"3","5",1,"3","5",0,"5","4","32","White","Female","2","Unemployed","2","Democrat","Liberal","2",0,"Only now and then","No","$20,000 to $39,999","High School / GED","Strong","Very liberal","C","M_Supp","C",1,1,5,"1","1","core|check|fund","core|check|fund","core|check|fund"
"303",0,"3","3",0,"4","4",1,"5","5","31","White","Male","4","Employed full time outside of the home","4","Republican","Conservative","3",1,"Some of the time","Yes","$60,000 to $79,999","Associate degree","Strong","Very conservative","C","C","C",5,5,5,"1","0","check|fund|core","fund|check|core","core|fund|check"
"304",1,"2","3",0,"2","4",0,"2","3","32","White","Male","5","Employed full time outside of the home","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Not very strong","Somewhat conservative","M_Opp","P_Supp","M_Opp",4,5,4,"1","0","core|check|fund","fund|check|core","fund|core|check"
"305",1,"3","3",0,"4","4",0,"4","3","33","White","Male","6","Employed full time outside of the home","7","Republican","Conservative","4",0,"Most of the time","No","More than $150,000","Master's degree","Strong","Very conservative","M_Opp","M_Supp","P_Opp",5,5,1,"3","2","fund|core|check","check|core|fund","core|check|fund"
"306",0,"4","4",0,"4","3",0,"4","5","74","White","Female","5","Retired","4","Democrat","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Not very strong","Somewhat liberal","P_Supp","P_Supp","P_Opp",2,1,4,"3","1","fund|core|check","core|fund|check","check|fund|core"
"307",1,"1","1",1,"4","4",0,"4","4","52","White","Female","5","Employed part time outside of the home","5","Democrat","Liberal","4",1,"Most of the time","Yes","$80,000 to $99,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","P_Opp","P_Supp",4,1,5,"2","2","fund|check|core","fund|core|check","check|fund|core"
"308",0,"5","2",0,"5","5",0,"4","3","28","Hispanic","Male","6","Employed full time outside of the home","4","Independent","Conservative","4",1,"Most of the time","Yes","$60,000 to $79,999","Master's degree","Closer to the Republican Party","Somewhat conservative","M_Supp","C","C",5,5,4,"3","4","check|core|fund","fund|core|check","core|fund|check"
"309",1,"5","5",0,"1","1",1,"5","5","26","Asian","Female","3","Employed full time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Some college work","Strong","Very liberal","C","P_Supp","M_Opp",1,4,5,"2","1","check|core|fund","fund|check|core","fund|check|core"
"310",0,"5","5",1,"5","4",0,"2","2","42","Hispanic","Male","3","Employed full time outside of the home","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Some college work","Not very strong","Very conservative","C","M_Supp","P_Supp",5,4,1,"1","1","check|core|fund","core|check|fund","fund|check|core"
"311",1,"3","3",0,"5","4",0,"4","4","21","Asian","Male","3","Student","4","Democrat","Liberal","2",0,"Only now and then","No","$60,000 to $79,999","Some college work","Not very strong","Somewhat liberal","P_Supp","M_Opp","P_Opp",2,4,5,"2","0","fund|check|core","check|fund|core","core|check|fund"
"312",0,"5","5",0,"5","5",1,"5","5","63","White","Male","3","Retired","2","Democrat","Neither","4",0,"Most of the time","No","$20,000 to $39,999","Some college work","Not very strong","Closer to conservatives","C","P_Opp","M_Opp",5,2,4,"2","1","core|fund|check","check|fund|core","fund|core|check"
"313",0,"2","2",0,"2","2",0,"2","2","24","White","Female","5","Employed full time outside of the home","3","Independent","Neither","2",0,"Only now and then","No","$40,000 to $59,999","Bachelor's degree","Closer to the Democratic Party","Closer to liberals","M_Opp","P_Supp","M_Supp",4,2,5,"0","0","core|check|fund","core|check|fund","fund|check|core"
"314",0,"5","4",0,"4","4",0,"4","3","46","Black or African-American","Male","5","Employed part time outside of the home","3","Democrat","Conservative","2",0,"Only now and then","No","$40,000 to $59,999","Bachelor's degree","Strong","Very conservative","C","M_Supp","M_Supp",5,4,4,"3","0","fund|core|check","fund|core|check","fund|core|check"
"315",1,"4","5",0,"3","3",1,"5","5","37","White","Male","4","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Associate degree","Strong","Very liberal","M_Opp","M_Opp","C",1,2,5,"3","4","core|fund|check","fund|core|check","check|fund|core"
"316",1,"3","3",0,"3","3",0,"4","3","28","Black or African-American","Male","3","Employed full time outside of the home","4","Independent","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Some college work","Closer to the Republican Party","Somewhat conservative","M_Opp","P_Supp","P_Opp",4,5,4,"3","1","check|core|fund","fund|core|check","core|check|fund"
"317",0,"4","5",0,"4","4",1,"3","3","55","White","Male","4","Unemployed","2","Independent","Conservative","3",1,"Some of the time","Yes","$20,000 to $39,999","Associate degree","Neither","Very conservative","C","P_Supp","M_Opp",5,2,4,"3","1","core|check|fund","fund|core|check","fund|check|core"
"318",0,"4","4",0,"4","4",0,"4","4","54","White","Female","2","Employed full time outside of the home","3","Democrat","Liberal","3",1,"Some of the time","Yes","$40,000 to $59,999","High School / GED","Not very strong","Somewhat liberal","C","P_Supp","M_Opp",4,5,5,"1","0","core|fund|check","fund|core|check","check|fund|core"
"319",0,"5","5",0,"5","5",0,"5","5","74","White","Female","6","Employed part time outside of the home","6","Republican","Conservative","4",1,"Most of the time","Yes","$100,000 to $149,999","Master's degree","Not very strong","Somewhat conservative","P_Supp","M_Opp","M_Opp",1,5,5,"4","1","check|fund|core","core|fund|check","core|fund|check"
"320",0,"3","3",0,"3","3",1,"4","4","70","White","Female","3","Employed part time outside of the home","1","Democrat","Neither","4",0,"Most of the time","No","Less than $20,000","Some college work","Not very strong","Closer to liberals","P_Supp","C","M_Opp",2,4,1,"3","1","fund|check|core","fund|core|check","check|core|fund"
"321",0,"3","4",0,"3","4",1,"3","3","41","White","Female","5","Retired","3","Republican","Conservative","4",0,"Most of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Very conservative","P_Supp","M_Opp","M_Opp",4,5,1,"0","2","check|core|fund","core|fund|check","fund|core|check"
"322",1,"5","5",0,"5","5",0,"5","5","49","White","Female","4","Employed full time outside of the home","3","Independent","Conservative","4",1,"Most of the time","Yes","$40,000 to $59,999","Associate degree","Closer to the Republican Party","Very conservative","P_Supp","M_Opp","M_Supp",4,5,1,"3","3","core|fund|check","check|fund|core","core|fund|check"
"323",1,"3","4",0,"3","2",0,"5","5","40","White","Female","6","Employed full time outside of the home","4","Democrat","Liberal","3",1,"Some of the time","Yes","$60,000 to $79,999","Master's degree","Strong","Very liberal","P_Opp","P_Supp","M_Opp",1,2,5,"1","0","core|fund|check","check|fund|core","fund|core|check"
"324",0,"5","5",0,"4","4",1,"4","3","25","White","Male","5","Unemployed","5","Republican","Conservative","4",1,"Most of the time","Yes","$80,000 to $99,999","Bachelor's degree","Strong","Very conservative","P_Opp","P_Supp","M_Opp",5,5,1,"2","4","fund|check|core","core|check|fund","core|fund|check"
"325",1,"5","5",0,"5","5",0,"4","5","28","White","Female","5","Employed part time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","C","P_Opp",1,2,5,"3","2","check|core|fund","fund|check|core","check|core|fund"
"326",0,"3","4",1,"4","2",1,"5","2","26","White","Female","3","Employed full time outside of the home","3","Republican","Conservative","2",0,"Only now and then","No","$40,000 to $59,999","Some college work","Not very strong","Somewhat conservative","M_Opp","C","P_Opp",4,5,4,"1","1","fund|check|core","core|check|fund","core|check|fund"
"327",1,"3","4",0,"4","2",1,"2","4","30","Hispanic","Female","5","Employed full time outside of the home","2","Independent","Liberal","3",1,"Some of the time","Yes","$20,000 to $39,999","Bachelor's degree","Neither","Somewhat liberal","M_Opp","P_Supp","C",1,1,5,"2","0","core|check|fund","check|fund|core","fund|check|core"
"328",1,"4","4",0,"3","3",1,"3","3","29","White","Male","3","Employed full time outside of the home","2","Something else","Neither","3",0,"Some of the time","No","$20,000 to $39,999","Some college work",NA,"Neither","C","M_Opp","M_Supp",1,3,2,"2","1","check|core|fund","core|fund|check","core|check|fund"
"329",0,"3","4",0,"3","3",1,"3","3","60","White","Female","2","Unemployed","1","Independent","Conservative","2",0,"Only now and then","No","Less than $20,000","High School / GED","Closer to the Republican Party","Somewhat conservative","P_Supp","P_Supp","P_Opp",4,4,3,"0","0","core|check|fund","core|check|fund","check|fund|core"
"330",1,"3","3",0,"2","2",1,"4","4","35","White","Female","5","Employed part time outside of the home","5","Democrat","Liberal","4",0,"Most of the time","No","$80,000 to $99,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","P_Supp","P_Supp",2,4,4,"4","1","core|fund|check","core|fund|check","core|fund|check"
"331",0,"3","4",0,"3","3",0,"4","4","33","White","Female","6","Employed full time outside of the home","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Master's degree","Not very strong","Very liberal","P_Supp","P_Supp","P_Supp",1,3,5,"1","0","core|check|fund","fund|check|core","fund|check|core"
"332",1,"4","4",1,"5","5",0,"4","4","48","White","Female","6","Employed full time outside of the home","4","Democrat","Liberal","2",0,"Only now and then","No","$60,000 to $79,999","Master's degree","Not very strong","Somewhat liberal","P_Supp","P_Opp","M_Opp",1,1,4,"2","2","fund|core|check","core|check|fund","check|core|fund"
"333",0,"4","5",0,"4","3",0,"4","3","33","White","Female","2","Employed full time outside of the home","3","Republican","Conservative","2",1,"Only now and then","Yes","$40,000 to $59,999","High School / GED","Strong","Very conservative","P_Opp","M_Supp","P_Supp",4,4,5,"3","1","check|fund|core","core|fund|check","fund|core|check"
"334",1,"5","5",0,"5","5",0,"5","5","40","White","Male","5","Employed full time outside of the home","4","Independent","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Closer to the Democratic Party","Very liberal","M_Opp","M_Opp","P_Opp",1,1,5,"3","4","core|fund|check","check|core|fund","core|fund|check"
"335",0,"3","3",0,"3","3",0,"3","3","36","White","Male","3","Employed full time outside of the home","5","Independent","Liberal","3",1,"Some of the time","Yes","$80,000 to $99,999","Some college work","Closer to the Democratic Party","Somewhat liberal","C","M_Supp","P_Supp",1,1,5,"0","1","fund|core|check","core|fund|check","core|check|fund"
"336",1,"4","4",1,"5","5",0,"5","5","36","White","Male","3","Unemployed","4","Independent","Liberal","4",0,"Most of the time","No","$60,000 to $79,999","Some college work","Closer to the Democratic Party","Very liberal","M_Opp","P_Supp","M_Supp",1,2,5,"1","1","core|fund|check","fund|check|core","fund|check|core"
"337",0,"4","5",1,"3","2",0,"5","5","27","White","Male","5","Employed full time outside of the home","5","Independent","Liberal","4",0,"Most of the time","No","$80,000 to $99,999","Bachelor's degree","Neither","Somewhat liberal","C","P_Opp","M_Opp",2,4,5,"4","2","check|core|fund","fund|core|check","fund|check|core"
"338",0,"4","4",0,"4","4",0,"3","4","29","White","Male","4","Employed full time outside of the home","3","Republican","Conservative","4",0,"Most of the time","No","$40,000 to $59,999","Associate degree","Strong","Somewhat conservative","P_Supp","M_Supp","P_Supp",5,5,4,"4","2","fund|check|core","check|fund|core","core|fund|check"
"339",1,"5","5",0,"5","5",1,"5","5","27","Hispanic","Male","2","Employed full time outside of the home","3","Independent","Neither","3",1,"Some of the time","Yes","$40,000 to $59,999","High School / GED","Closer to the Democratic Party","Neither","P_Opp","M_Supp","C",1,1,5,"0","0","core|check|fund","fund|core|check","fund|core|check"
"340",0,"3","4",0,"3","4",0,"4","4","29","White","Male","3","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Some college work","Strong","Very liberal","C","M_Supp","C",1,2,4,"3","0","fund|check|core","fund|check|core","core|check|fund"
"341",0,"5","5",1,"5","5",0,"3","3","51","White","Female","3","Unemployed","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Not very strong","Very liberal","M_Supp","M_Opp","M_Supp",1,1,5,"0","0","core|check|fund","fund|core|check","check|fund|core"
"342",0,"3","3",1,"3","3",0,"4","4","26","Hispanic","Female","3","Employed full time outside of the home","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","Some college work","Not very strong","Very liberal","C","M_Supp","P_Supp",3,4,5,"1","0","fund|check|core","fund|check|core","core|check|fund"
"343",0,"3","2",1,"2","3",0,"3","3","28","White","Male","4","Employed part time outside of the home","2","Republican","Conservative","3",0,"Some of the time","No","$20,000 to $39,999","Associate degree","Not very strong","Somewhat conservative","M_Opp","M_Opp","M_Opp",2,4,3,"2","1","check|core|fund","check|core|fund","fund|check|core"
"344",0,"3","3",1,"3","3",1,"4","3","30","White","Female","3","Employed part time outside of the home","3","Republican","Conservative","1",0,"Hardly at all","No","$40,000 to $59,999","Some college work","Not very strong","Somewhat conservative","M_Supp","P_Supp","M_Supp",5,3,5,"0","0","check|core|fund","check|core|fund","check|fund|core"
"345",1,"5","5",0,"4","4",1,"5","5","34","White","Female","5","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Strong","Very liberal","M_Supp","M_Supp","P_Supp",1,2,5,"4","3","fund|core|check","core|check|fund","fund|check|core"
"346",1,"4","4",0,"4","4",0,"5","5","27","White","Male","7","Employed full time outside of the home","5","Independent","Neither","2",1,"Only now and then","Yes","$80,000 to $99,999","Professional degree (PhD, JD, MD)","Closer to the Democratic Party","Closer to liberals","C","P_Opp","M_Opp",1,2,5,"0","1","core|check|fund","core|fund|check","fund|core|check"
"347",0,"1","5",1,"1","5",1,"3","5","54","White","Female","5","Employed full time outside of the home","4","Independent","Neither","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Neither","Neither","M_Supp","M_Supp","P_Opp",5,4,4,"2","1","check|core|fund","fund|core|check","core|check|fund"
"348",0,"3","4",0,"3","3",0,"4","4","70","White","Female","3","Retired","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Not very strong","Somewhat liberal","P_Opp","C","P_Supp",4,3,5,"0","1","fund|core|check","check|core|fund","core|fund|check"
"349",0,"5","5",0,"3","3",0,"4","4","65","White","Female","6","Employed part time outside of the home","4","Democrat","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Master's degree","Strong","Very liberal","C","C","M_Opp",2,2,4,"2","1","fund|core|check","core|check|fund","fund|check|core"
"350",0,"4","4",1,"4","4",0,"4","4","63","White","Male","5","Employed full time outside of the home","6","Democrat","Liberal","4",0,"Most of the time","No","$100,000 to $149,999","Bachelor's degree","Strong","Very liberal","C","M_Supp","M_Opp",2,2,5,"1","1","core|check|fund","fund|check|core","check|fund|core"
"351",0,"4","4",0,"3","3",0,"3","3","28","White","Male","5","Employed part time outside of the home","1","Democrat","Neither","2",1,"Only now and then","Yes","Less than $20,000","Bachelor's degree","Not very strong","Closer to liberals","M_Supp","P_Supp","M_Opp",1,3,3,"1","0","fund|core|check","fund|core|check","check|core|fund"
"352",1,"4","4",0,"3","3",0,"3","3","34","White","Male","5","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Strong","Somewhat liberal","M_Opp","C","P_Supp",2,3,4,"3","1","core|fund|check","core|check|fund","core|check|fund"
"353",1,"3","3",0,"2","2",0,"1","1","43","White","Female","2","Unemployed","4","Independent","Neither","3",0,"Some of the time","No","$60,000 to $79,999","High School / GED","Closer to the Republican Party","Closer to conservatives","M_Opp","P_Opp","M_Supp",5,3,2,"4","1","core|check|fund","fund|core|check","fund|core|check"
"354",1,"5","5",0,"5","5",0,"5","5","25","White","Other","5","Unemployed","1","Something else","Liberal","3",1,"Some of the time","Yes","Less than $20,000","Bachelor's degree",NA,"Very liberal","M_Opp","C","P_Supp",1,1,5,"0","1","fund|core|check","core|check|fund","core|check|fund"
"355",0,"5","4",0,"4","3",1,"3","3","34","Hispanic","Female","2","Employed full time outside of the home","4","Something else","Conservative","4",0,"Most of the time","No","$60,000 to $79,999","High School / GED",NA,"Somewhat conservative","C","P_Supp","M_Supp",5,5,2,"1","1","core|check|fund","check|fund|core","check|core|fund"
"356",0,"5","5",0,"3","3",0,"4","4","32","White","Male","6","Student","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Master's degree","Strong","Very liberal","P_Supp","M_Opp","M_Opp",1,3,1,"2","2","core|check|fund","core|check|fund","fund|check|core"
"357",0,"4","3",1,"4","4",1,"5","5","21","White","Male","3","Unemployed","1","Democrat","Liberal","2",1,"Only now and then","Yes","Less than $20,000","Some college work","Not very strong","Somewhat liberal","P_Supp","C","P_Supp",3,3,5,"1","0","fund|core|check","fund|core|check","core|fund|check"
"358",1,"4","5",0,"4","4",1,"5","4","38","Asian","Male","3","Employed part time outside of the home","2","Democrat","Conservative","4",0,"Most of the time","No","$20,000 to $39,999","Some college work","Not very strong","Somewhat conservative","P_Opp","P_Opp","M_Supp",4,5,4,"1","0","check|core|fund","fund|check|core","fund|core|check"
"359",1,"3","1",0,"3","4",1,"4","3","21","White","Male","3","Student","2","Democrat","Liberal","2",1,"Only now and then","Yes","$20,000 to $39,999","Some college work","Strong","Very liberal","M_Supp","M_Supp","P_Opp",1,3,2,"0","0","fund|core|check","check|fund|core","fund|check|core"
"360",1,"5","5",1,"3","4",1,"5","5","23","Black or African-American","Male","3","Unemployed","3","Independent","Neither","3",1,"Some of the time","Yes","$40,000 to $59,999","Some college work","Neither","Closer to liberals","C","C","M_Supp",1,2,2,"3","2","fund|core|check","fund|check|core","core|fund|check"
"361",0,"4","4",0,"5","5",0,"2","2","43","White","Male","5","Unemployed","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Strong","Somewhat conservative","M_Opp","P_Supp","P_Supp",5,4,3,"2","1","check|core|fund","check|core|fund","fund|core|check"
"362",1,"2","2",0,"1","1",1,"2","2","31","White","Male","6","Employed full time outside of the home","4","Independent","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Master's degree","Closer to the Democratic Party","Somewhat liberal","M_Opp","C","M_Supp",2,3,4,"1","0","check|fund|core","core|check|fund","check|fund|core"
"363",0,"5","5",0,"4","4",1,"5","5","44","White","Male","3","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Not very strong","Somewhat liberal","C","C","P_Supp",1,3,5,"2","1","check|fund|core","core|fund|check","check|fund|core"
"364",1,"3","3",0,"3","4",0,"4","4","28","Hispanic","Male","1","Employed full time outside of the home","1","Democrat","Neither","3",0,"Some of the time","No","Less than $20,000","Less than High School","Not very strong","Neither","M_Supp","P_Opp","C",4,2,5,"0","0","core|check|fund","fund|core|check","fund|core|check"
"365",1,"5","5",0,"3","3",0,"4","4","27","White","Female","4","Unemployed","4","Democrat","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Associate degree","Not very strong","Somewhat liberal","M_Supp","P_Supp","M_Supp",1,3,5,"2","1","core|fund|check","fund|check|core","core|fund|check"
"366",1,"4","4",1,"5","3",1,"5","5","50","White","Female","4","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Associate degree","Not very strong","Somewhat liberal","M_Opp","P_Supp","M_Supp",4,4,5,"0","1","core|fund|check","core|fund|check","core|fund|check"
"367",0,"1","2",1,"2","1",0,"3","3","54","White","Female","3","Unemployed","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","Some college work","Not very strong","Somewhat liberal","C","M_Supp","M_Opp",2,1,5,"0","1","fund|check|core","core|fund|check","core|fund|check"
"368",0,"4","4",0,"3","3",0,"2","2","31","White","Female","6","Employed part time outside of the home","1","Republican","Conservative","2",0,"Only now and then","No","Less than $20,000","Master's degree","Not very strong","Very conservative","M_Supp","M_Supp","C",4,4,2,"0","2","core|fund|check","fund|core|check","check|fund|core"
"369",0,"1","1",0,"2","2",1,"3","3","47","White","Male","5","Unemployed","3","Independent","Neither","4",1,"Most of the time","Yes","$40,000 to $59,999","Bachelor's degree","Neither","Neither","C","P_Supp","P_Opp",5,2,4,"1","0","core|check|fund","core|check|fund","fund|core|check"
"370",0,"1","4",0,"1","3",0,"1","4","34","Black or African-American","Male","5","Employed part time outside of the home","3","Democrat","Liberal","2",0,"Only now and then","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","P_Supp","M_Supp",2,2,5,"0","0","core|check|fund","fund|core|check","check|core|fund"
"371",0,"4","5",0,"3","3",0,"5","5","36","Other","Male","7","Employed full time outside of the home","6","Independent","Neither","4",1,"Most of the time","Yes","$100,000 to $149,999","Professional degree (PhD, JD, MD)","Neither","Neither","P_Opp","P_Opp","P_Supp",1,3,5,"4","3","check|core|fund","fund|core|check","check|fund|core"
"372",0,"3","3",0,"3","3",0,"4","4","36","White","Female","4","Employed full time outside of the home","4","Democrat","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Associate degree","Not very strong","Somewhat liberal","M_Opp","M_Opp","C",4,3,5,"2","0","check|fund|core","check|core|fund","check|fund|core"
"373",1,"5","5",0,"5","5",0,"5","5","66","White","Female","6","Retired","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Master's degree","Strong","Very liberal","M_Opp","P_Supp","C",1,1,5,"1","4","fund|core|check","fund|check|core","fund|check|core"
"374",1,"5","5",0,"2","3",0,"4","4","35","White","Female","5","Employed full time outside of the home","2","Republican","Conservative","4",1,"Most of the time","Yes","$20,000 to $39,999","Bachelor's degree","Strong","Very conservative","C","P_Opp","M_Supp",2,1,5,"1","0","core|check|fund","core|check|fund","check|fund|core"
"375",1,"5","5",0,"5","5",1,"5","5","26","White","Female","3","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Not very strong","Very liberal","M_Supp","M_Supp","C",3,1,5,"2","1","check|fund|core","core|check|fund","check|core|fund"
"376",1,"4","4",0,"3","2",1,"5","5","27","White","Male","4","Student","1","Democrat","Liberal","4",0,"Most of the time","No","Less than $20,000","Associate degree","Not very strong","Somewhat liberal","M_Supp","M_Supp","M_Opp",1,3,5,"3","2","core|fund|check","core|fund|check","fund|check|core"
"377",0,"5","5",0,"5","5",1,"5","5","47","White","Female","4","Unemployed","2","Independent","Liberal","2",1,"Only now and then","Yes","$20,000 to $39,999","Associate degree","Neither","Somewhat liberal","P_Opp","M_Opp","P_Opp",5,5,5,"1","0","fund|core|check","core|fund|check","check|fund|core"
