"birthyear","race","gender","att","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","online.length","study.choice","RID","online.why","com"
38,3,1,2,4,2,1,2,1,1,10,5,6,6,6,6,1,3,3,3,6,2,2,"si.opp",5,9.5,3,"control",5,10,5,3,1,"5fe394c7-73ad-2658-d45f-61bce0695d29","Points and credit ","They were adequate"
3,2,2,2,1,4,3,3,1,2,10,5,2,1,4,2,5,4,1,4,2,5,1,"m.opp",3,1,3,"si.supp",3,4.6,3,3,2,"5fe3966a-9b33-f64d-4758-1485f0dda63b","to get credits","none"
1,2,1,2,6,3,2,1,2,1,10,3,4,5,4,2,4,2,5,2,NA,NA,NA,"si.supp",2,6.2,2,"si.supp",2,3.1,3,2,3,"5fe396fa-3969-f7f6-095a-e8dbe13d6c40",NA,"What "
40,1,1,2,2,3,2,1,2,1,10,4,5,4,6,6,1,6,1,6,5,5,3,"si.supp",3,6.2,3,"si.opp",1,2.1,5,2,1,"5fe3968a-a088-de49-6e0b-9afa0bc985a7","Make money","None"
40,1,1,2,2,3,2,1,2,1,10,4,5,4,6,6,1,6,1,6,5,5,3,"si.supp",3,6.2,3,"si.opp",1,2.1,5,2,1,"5fe3968a-a088-de49-6e0b-9afa0bc985a7","Make money","None"
13,1,2,2,2,5,3,3,3,3,12,3,3,4,4,4,4,5,5,5,4,3,2,"si.opp",4,6.5,3,"si.supp",4,7.1,4,1,1,"5fe39484-993a-e504-3a1e-8f4de4817e25",NA,"No"
33,1,2,2,5,1,4,3,3,3,11,5,5,5,NA,NA,NA,3,5,2,5,2,3,"control",4,6.6,3,"m.opp",4,5.5,5,4,2,"5fe39551-1e14-c65f-fe47-c5635708073e","Something to do","That was a great survey short and to the point"
20,4,1,2,2,4,3,3,3,3,13,1,1,1,1,4,4,1,4,2,2,2,5,"control",3,5.5,1,"m.opp",3,5.5,3,5,1,"5fe396ed-09b8-b0ba-d4a6-f16c0ad969d6","secondary choice",NA
33,1,1,2,6,1,3,3,3,3,5,1,6,6,6,6,6,1,6,3,6,6,4,"si.opp",4,5.5,3,"si.opp",2,10,5,1,2,"5fe39330-9564-8f3b-dc32-2ccc25106c21","To get what is called c coins for an app called cooee",NA
27,6,2,2,6,1,4,3,3,3,9,4,2,5,4,6,5,3,1,6,3,1,4,"m.supp",4,7.9,3,"m.supp",2,3.7,5,2,2,"5fe3959e-92ce-955a-b078-0a4b17578266","Extra money ",NA
3,1,2,2,2,3,2,1,1,1,14,1,4,1,4,6,6,5,4,4,1,1,5,"control",3,6.6,5,"m.opp",4,7,4,3,1,"5fe396be-5260-afc8-d171-884da5e9b655","Because I thought it was right for meee","This is a good survey I like this survey very professional "
29,1,1,2,6,2,3,2,3,3,10,3,3,3,5,6,2,1,4,4,5,1,3,"m.supp",5,9.5,3,"m.opp",1,2.8,5,3,1,"5fe396b3-4708-b0a5-06db-f60b1af56149","To get gold for tap sports baseball",NA
23,1,1,2,1,4,3,2,1,2,10,3,4,5,5,6,2,2,5,2,4,4,5,"si.opp",5,9.9,3,"si.supp",5,10,5,2,1,"5fe396ae-9cf3-6a19-108c-ae90b8dc3b00",NA,"The last few questions didn't mention the cost to small farms or businesses. "
16,1,2,2,1,7,1,1,1,2,12,5,4,6,4,3,1,2,4,3,5,4,2,"si.opp",4,8.6,3,"m.opp",3,5,5,1,2,"5fe39526-fabc-9e63-5aa9-82daee7f0409","To earn rewards in a game","No comments "
37,8,2,2,6,1,2,1,2,2,9,5,6,6,6,5,5,4,5,4,5,4,4,"si.opp",1,1,3,"m.opp",2,1,5,1,1,"5fe39686-3c52-10a1-2c6a-96ff6958f3fc","In hopes of making  funds",NA
1,3,1,2,2,6,1,1,1,1,14,6,6,6,6,6,6,4,6,6,6,4,3,"m.opp",5,7.9,3,"m.supp",5,10,5,2,2,"5fe397a9-19b3-fcc2-7eb0-8801973aec90","reward ",NA
1,2,1,2,3,2,2,1,3,1,7,3,2,2,2,3,3,2,1,3,1,4,3,"si.supp",3,4.9,5,"m.supp",2,5.6,5,1,3,"5fe39458-51a1-61da-ca30-cc96d75d4b68","To get some gems","Good"
34,4,2,2,2,2,1,2,1,2,13,4,5,4,4,6,6,1,6,1,4,1,5,"m.opp",5,8.4,3,"control",5,7.5,5,5,2,"5fe39670-ddfa-28fd-853b-272da7a74023","to know more about the world and earn a little","lt is good to know the detail of the debate issues. Thank you. "
