"birthyear","race","gender","att","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","online.length","study.choice","RID","online.why","com"
7,1,1,2,2,4,2,2,3,2,4,4,3,3,4,1,1,2,5,6,6,2,4,"si.supp",1,3,3,"m.opp",4,7,5,1,6,"5fe39217-53ae-88fc-1e3d-683f3ec97a93","I'm bored and wanted something to do","I am more conservative when it comes to fiscal policy and liberal on social policy"
1,1,2,2,6,3,2,2,3,3,1,4,3,4,4,6,5,3,3,3,5,4,3,"si.opp",4,7.5,3,"si.opp",2,4.8,5,5,3,"5fe39216-1b3d-5bfc-3056-bce1bc61798c","I learn about alot of different subject & also it helps provide me with gold I need to be able to work my game. And last I enjoy it.","I like the design layout. It's very easy to understand. I love the questions that make me really think about how I feel. I can express myself without being judged. Thank you."
7,1,1,2,2,4,2,2,3,2,4,4,3,3,4,1,1,2,5,6,6,2,4,"si.supp",1,3,3,"m.opp",4,7,5,1,6,"5fe39217-53ae-88fc-1e3d-683f3ec97a93","I'm bored and wanted something to do","I am more conservative when it comes to fiscal policy and liberal on social policy"
7,1,1,2,2,4,2,2,3,2,4,4,3,3,4,1,1,2,5,6,6,2,4,"si.supp",1,3,3,"m.opp",4,7,5,1,6,"5fe39217-53ae-88fc-1e3d-683f3ec97a93","I'm bored and wanted something to do","I am more conservative when it comes to fiscal policy and liberal on social policy"
1,1,2,2,6,3,2,2,3,3,1,4,3,4,4,6,5,3,3,3,5,4,3,"si.opp",4,7.5,3,"si.opp",2,4.8,5,5,3,"5fe39216-1b3d-5bfc-3056-bce1bc61798c","I learn about alot of different subject & also it helps provide me with gold I need to be able to work my game. And last I enjoy it.","I like the design layout. It's very easy to understand. I love the questions that make me really think about how I feel. I can express myself without being judged. Thank you."
8,1,2,2,6,2,4,3,3,3,1,5,6,5,NA,NA,NA,1,6,3,1,2,3,"m.supp",3,5.6,3,"si.opp",3,8,5,5,6,"5fe3953f-19de-c716-f280-4c731ef30051","Google search","None"
21,2,2,2,1,1,1,2,2,1,3,4,5,6,6,6,6,5,6,5,6,4,6,"m.supp",5,8.5,1,"si.opp",4,6.4,6,5,2,"5fe39491-9912-bff4-7dee-13b2adf403ba","I just like doing it","No"
7,2,2,2,3,3,1,1,2,1,4,1,3,3,3,5,4,3,3,4,4,4,5,"control",3,6.5,3,"si.supp",3,6.3,4,3,2,"5fe395ad-4759-f987-b5e0-ecd451388dc2","Cause I wanted too tbh","Vggggggf"
7,1,1,2,3,1,2,1,2,1,4,4,3,4,5,6,4,6,6,6,6,6,6,"control",3,4,4,"control",2,3.4,4,1,1,"5fe395b4-1b8a-b6e9-02b5-f570dc5cf896","Free stuff","I lied about everything."
25,1,1,2,1,3,2,2,3,3,2,5,4,5,4,6,5,4,6,3,NA,NA,NA,"m.opp",3,4.1,3,"si.opp",3,3.7,5,3,2,"5fe39592-aa8d-161b-11dd-c785af631273","Free gold",NA
1,1,2,2,6,3,2,2,3,3,1,5,4,4,NA,NA,NA,1,6,2,1,1,1,"m.supp",1,6.7,3,"si.opp",3,5,1,1,1,"5fe39598-2e8f-c2f5-ef9d-adda63984cf1","Need money",NA
14,1,1,2,1,4,4,3,3,3,5,6,4,5,1,3,1,3,1,3,NA,NA,NA,"m.supp",3,5,4,"si.supp",4,2.1,4,4,6,"5fe39537-7cd5-0a58-af83-3b8bb29da4c3","Psn cards","Sl"
1,2,1,2,1,3,3,1,2,2,2,4,5,3,NA,NA,NA,2,4,5,NA,NA,NA,"si.opp",3,3.6,6,"si.opp",2,4.5,5,1,6,"5fe394ac-ddac-ffcd-6e05-8aa387058d16","To get credits ","Nothing "
1,2,1,2,1,3,3,1,2,2,2,4,5,3,NA,NA,NA,2,4,5,NA,NA,NA,"si.opp",3,3.6,6,"si.opp",2,4.5,5,1,6,"5fe394ac-ddac-ffcd-6e05-8aa387058d16","To get credits ","Nothing "
14,1,1,2,1,4,4,3,3,3,5,6,4,5,1,3,1,3,1,3,NA,NA,NA,"m.supp",3,5,4,"si.supp",4,2.1,4,4,6,"5fe39537-7cd5-0a58-af83-3b8bb29da4c3","Psn cards","Sl"
14,1,1,2,1,4,4,3,3,3,5,6,4,5,1,3,1,3,1,3,NA,NA,NA,"m.supp",3,5,4,"si.supp",4,2.1,4,4,6,"5fe39537-7cd5-0a58-af83-3b8bb29da4c3","Psn cards","Sl"
14,1,1,2,1,4,4,3,3,3,5,6,4,5,1,3,1,3,1,3,NA,NA,NA,"m.supp",3,5,4,"si.supp",4,2.1,4,4,6,"5fe39537-7cd5-0a58-af83-3b8bb29da4c3","Psn cards","Sl"
46,1,2,2,4,2,3,2,1,2,2,6,6,6,6,6,6,1,6,4,3,1,2,"m.supp",4,9.1,3,"control",4,7.9,5,1,2,"5fe39313-0754-30b2-58e0-978115456981","To get diamonds in a game I’m playing called “Home Design “","I would like you to have asked “why” after the two last questions. The second one I did not feel I knew enough to go higher."
46,1,2,2,4,2,3,2,1,2,2,6,6,6,6,6,6,1,6,4,3,1,2,"m.supp",4,9.1,3,"control",4,7.9,5,1,2,"5fe39313-0754-30b2-58e0-978115456981","To get diamonds in a game I’m playing called “Home Design “","I would like you to have asked “why” after the two last questions. The second one I did not feel I knew enough to go higher."
25,1,1,2,2,6,1,1,1,2,5,5,4,3,4,5,6,4,5,5,5,5,4,"si.opp",4,7.3,5,"m.supp",4,8.7,6,2,1,"5fe39508-fc16-f8b4-b3b9-d9efa359b3d9","To pass time and earn a few bucks.",NA
20,1,2,2,6,1,2,2,3,3,4,3,5,4,5,4,4,2,3,4,3,4,2,"m.opp",3,5.5,3,"si.opp",3,4.9,5,1,2,"5fe39499-671d-e2fb-c28a-fd1611859cd6","To earn gift cards",NA
1,4,2,2,1,5,3,3,3,3,4,5,6,5,NA,NA,NA,4,5,3,NA,NA,NA,"si.supp",5,10,3,"si.supp",5,6.7,5,1,2,"5fe395b7-4fd2-909f-8ccf-855908907cb1","Free diamonds in the game I play",NA
1,1,1,2,2,2,2,1,1,1,5,4,4,4,5,4,5,2,6,4,4,4,4,"m.supp",4,7.7,3,"m.supp",3,6,5,2,3,"5fe396c6-3184-7497-4022-aaa0305fc75c","I like them","None"
21,2,2,2,1,1,1,1,1,1,4,5,5,5,4,5,4,3,4,2,4,4,4,"m.supp",3,4.5,3,"si.opp",4,5.5,5,5,2,"5fe393a2-a88b-59e9-de8f-a89978f24e2a","Incentive ",NA
4,3,2,2,3,5,3,1,1,2,2,6,6,6,6,6,6,1,6,1,1,1,1,"m.supp",3,6.4,3,"control",1,1,5,5,1,"5fe39600-9e15-7fad-61bc-8fc4602a3bae","I wanted to do something productive on my free time",NA
21,3,2,2,2,2,1,2,3,1,1,4,4,5,6,4,6,1,6,2,4,1,2,"m.supp",5,9.4,3,"m.opp",5,8.5,5,1,6,"5fe395bf-47b1-8498-2047-63e4ac0dc4fe","Games points","Clear"
