"","control","treatment1","treatment2","treatment3","treatment4","variance","levels","groups","sampled_numbers","repeats","diff","label"
"1089",2.80952380952381,2.86666666666667,3.06896551724138,3.21428571428571,3.22727272727273,1.68924485125858,5,5,115,100,0.417748917748918,"rand"
"1090",3,3.06666666666667,3.27586206896552,3.07142857142857,2.77272727272727,1.99725400457666,5,5,115,100,0.503134796238244,"rand"
"1091",3,3,2.96551724137931,3.10714285714286,3.09090909090909,2.03386727688787,5,5,115,100,0.141625615763547,"rand"
"1092",3,3.26666666666667,2.86206896551724,3,3.04545454545455,1.65781845919146,5,5,115,100,0.404597701149425,"rand"
"1093",2.42857142857143,3.2,3.10344827586207,2.96428571428571,2.86363636363636,2.02745995423341,5,5,115,100,0.771428571428572,"rand"
"1094",2.52380952380952,2.73333333333333,2.96551724137931,3.14285714285714,2.59090909090909,1.96948893974066,5,5,115,100,0.619047619047619,"rand"
"1095",3.52380952380952,3.46666666666667,2.79310344827586,2.82142857142857,3.18181818181818,2.01708619374523,5,5,115,100,0.730706075533662,"rand"
"1096",2.9047619047619,2.86666666666667,3.51724137931034,3.21428571428571,2.54545454545455,2.26819221967963,5,5,115,100,0.971786833855799,"rand"
"1097",3.19047619047619,2.26666666666667,3.10344827586207,2.85714285714286,2.95454545454545,1.87978642257818,5,5,115,100,0.923809523809524,"rand"
"1098",2.9047619047619,3,2.93103448275862,2.96428571428571,2.95454545454545,2.29549961861175,5,5,115,100,0.0952380952380953,"rand"
"1099",3.14285714285714,3.53333333333333,3.20689655172414,3.10714285714286,3.04545454545455,2.09794050343249,5,5,115,100,0.487878787878788,"rand"
"1100",3.14285714285714,3.53333333333333,3,3,2.77272727272727,2.08497330282227,5,5,115,100,0.76060606060606,"rand"
"1101",3.3,2.96153846153846,2.78260869565217,2.8,3.23809523809524,1.89458064516129,5,5,125,100,0.517391304347826,"rand"
"1102",3.23333333333333,2.61538461538462,3.60869565217391,2.68,3.19047619047619,1.76296774193548,5,5,125,100,0.993311036789298,"rand"
"1103",2.96666666666667,2.42307692307692,3.26086956521739,3,2.80952380952381,2.068,5,5,125,100,0.837792642140468,"rand"
"1104",2.66666666666667,2.61538461538462,3.1304347826087,2.68,3.71428571428571,2.05806451612903,5,5,125,100,1.0989010989011,"rand"
"1105",3.03333333333333,3.11538461538462,3.30434782608696,3.2,2.71428571428571,2.21935483870968,5,5,125,100,0.590062111801242,"rand"
"1106",3.1,3,2.69565217391304,3.44,2.95238095238095,2.0621935483871,5,5,125,100,0.744347826086956,"rand"
"1107",3,3,2.73913043478261,2.76,2.76190476190476,1.89264516129032,5,5,125,100,0.260869565217391,"rand"
"1108",2.86666666666667,3.03846153846154,3.21739130434783,2.92,3.19047619047619,1.99896774193548,5,5,125,100,0.350724637681159,"rand"
"1109",2.8,3,3.08695652173913,3,2.80952380952381,1.7861935483871,5,5,125,100,0.286956521739131,"rand"
"1110",2.73333333333333,2.61538461538462,2.56521739130435,3.24,3.47619047619048,2.00683870967742,5,5,125,100,0.910973084886129,"rand"
"1111",2.66666666666667,2.96153846153846,3.21739130434783,2.88,2.57142857142857,1.8661935483871,5,5,125,100,0.645962732919255,"rand"
"1112",3.16666666666667,3.38461538461538,3.34782608695652,3.04,3.04761904761905,2.09677419354839,5,5,125,100,0.344615384615385,"rand"
"1113",3.1,2.92307692307692,2.52173913043478,2.48,3.47619047619048,1.852,5,5,125,100,0.996190476190476,"rand"
"1114",3.6,2.84615384615385,3.08695652173913,2.84,3.28571428571429,2.23716129032258,5,5,125,100,0.76,"rand"
"1115",3.46666666666667,3.23076923076923,3.21739130434783,3.12,3.14285714285714,1.80090322580645,5,5,125,100,0.346666666666667,"rand"
"1116",2.83333333333333,2.76923076923077,3.1304347826087,2.48,2.85714285714286,1.8821935483871,5,5,125,100,0.650434782608696,"rand"
"1117",2.9,2.84615384615385,2.82608695652174,3.28,3.23809523809524,2.13703225806452,5,5,125,100,0.453913043478261,"rand"
"1118",3.13333333333333,2.88461538461538,2.78260869565217,2.92,2.95238095238095,2.21458064516129,5,5,125,100,0.350724637681159,"rand"
"1119",3,3.26923076923077,3.08695652173913,2.52,3,1.92683870967742,5,5,125,100,0.749230769230769,"rand"
"1120",3.16666666666667,2.80769230769231,2.82608695652174,2.8,2.85714285714286,2.08748387096774,5,5,125,100,0.366666666666667,"rand"
"1121",3.33333333333333,3.34615384615385,2.73913043478261,2.48,3.28571428571429,1.91703225806452,5,5,125,100,0.866153846153846,"rand"
"1122",2.83333333333333,2.65384615384615,3.39130434782609,3.04,3.0952380952381,2.29006451612903,5,5,125,100,0.737458193979933,"rand"
"1123",3.13333333333333,2.92307692307692,2.78260869565217,3.08,3.66666666666667,1.86812903225806,5,5,125,100,0.884057971014493,"rand"
"1124",3.13333333333333,3.11538461538462,2.56521739130435,3.24,2.76190476190476,2.17716129032258,5,5,125,100,0.674782608695653,"rand"
"1125",3.23333333333333,3.03846153846154,3.30434782608696,2.88,3.19047619047619,2.16090322580645,5,5,125,100,0.424347826086957,"rand"
"1126",3.16666666666667,3.19230769230769,3.52173913043478,2.52,2.76190476190476,1.87741935483871,5,5,125,100,1.00173913043478,"rand"
"1127",3.6,2.76923076923077,2.78260869565217,3.2,2.80952380952381,2.10877419354839,5,5,125,100,0.830769230769231,"rand"
"1128",2.43333333333333,3.19230769230769,3,2.52,3.38095238095238,2.06412903225806,5,5,125,100,0.947619047619048,"rand"
"1129",2.93333333333333,3.34615384615385,3.04347826086957,3.16,3.33333333333333,1.87187096774194,5,5,125,100,0.412820512820513,"rand"
"1130",3.5,2.76923076923077,2.43478260869565,3,2.95238095238095,2.31290322580645,5,5,125,100,1.06521739130435,"rand"
"1131",3.2,2.92307692307692,3.21739130434783,2.76,3.23809523809524,2.2378064516129,5,5,125,100,0.478095238095238,"rand"
"1132",3.5,2.96153846153846,2.78260869565217,3.04,2.42857142857143,2.24167741935484,5,5,125,100,1.07142857142857,"rand"
"1133",3.16666666666667,3.30769230769231,2.82608695652174,3.64,2.71428571428571,1.82348387096774,5,5,125,100,0.925714285714286,"rand"
"1134",3.13333333333333,3.11538461538462,2.73913043478261,2.32,2.52380952380952,1.908,5,5,125,100,0.813333333333333,"rand"
"1135",2.93333333333333,3.30769230769231,3.04347826086957,2.72,2.66666666666667,1.92425806451613,5,5,125,100,0.641025641025641,"rand"
"1136",2.53333333333333,2.88461538461538,3,2.96,3.42857142857143,1.8738064516129,5,5,125,100,0.895238095238095,"rand"
"1137",3.2,2.84615384615385,2.82608695652174,3.16,2.52380952380952,2.06038709677419,5,5,125,100,0.676190476190476,"rand"
"1138",2.73333333333333,3.26923076923077,3.08695652173913,3.4,2.9047619047619,2.00283870967742,5,5,125,100,0.666666666666667,"rand"
"1139",2.6,3.07692307692308,2.56521739130435,3.32,2.66666666666667,1.87187096774194,5,5,125,100,0.754782608695652,"rand"
"1140",2.93333333333333,2.65384615384615,2.8695652173913,3.2,3.04761904761905,1.85070967741935,5,5,125,100,0.546153846153846,"rand"
"1141",2.93333333333333,3.73076923076923,3.30434782608696,2.92,3,2.11393548387097,5,5,125,100,0.810769230769231,"rand"
"1142",3.1,3.42307692307692,2.43478260869565,3.28,2.76190476190476,2.02361290322581,5,5,125,100,0.988294314381271,"rand"
"1143",3.03333333333333,2.61538461538462,2.8695652173913,2.6,3,1.79135483870968,5,5,125,100,0.433333333333333,"rand"
"1144",3.06666666666667,2.84615384615385,3.1304347826087,3.24,3.04761904761905,1.86683870967742,5,5,125,100,0.393846153846154,"rand"
"1145",3.4,2.73076923076923,2.34782608695652,3.72,3.19047619047619,1.81329032258065,5,5,125,100,1.37217391304348,"rand"
"1146",2.83333333333333,2.65384615384615,2.95652173913043,2.8,3.19047619047619,1.88670967741935,5,5,125,100,0.536630036630037,"rand"
"1147",2.96666666666667,3.42307692307692,2.95652173913043,2.96,2.38095238095238,2.05483870967742,5,5,125,100,1.04212454212454,"rand"
"1148",3.3,3.42307692307692,3.08695652173913,3.44,3.23809523809524,1.85845161290323,5,5,125,100,0.35304347826087,"rand"
"1149",3.06666666666667,2.65384615384615,2.47826086956522,3.44,2.9047619047619,1.75161290322581,5,5,125,100,0.961739130434783,"rand"
"1150",3.46666666666667,3.34615384615385,2.82608695652174,3.24,3.23809523809524,1.84516129032258,5,5,125,100,0.640579710144928,"rand"
"1151",2.83333333333333,3.07692307692308,2.43478260869565,2.52,2.61904761904762,1.70670967741935,5,5,125,100,0.642140468227425,"rand"
"1152",3,3.19230769230769,2.95652173913043,3.16,3,1.96361290322581,5,5,125,100,0.235785953177258,"rand"
"1153",3.23333333333333,2.96153846153846,3,3.4,2.80952380952381,2.05522580645161,5,5,125,100,0.590476190476191,"rand"
"1154",3.43333333333333,2.73076923076923,3.1304347826087,3.12,3.19047619047619,1.78993548387097,5,5,125,100,0.702564102564102,"rand"
"1155",2.83333333333333,3,2.8695652173913,2.96,2.9047619047619,1.83896774193548,5,5,125,100,0.166666666666667,"rand"
"1156",2.66666666666667,3.34615384615385,2.8695652173913,2.88,2.42857142857143,2.17832258064516,5,5,125,100,0.917582417582418,"rand"
"1157",3.1,2.69230769230769,3.1304347826087,2.68,3.0952380952381,2.06038709677419,5,5,125,100,0.450434782608696,"rand"
"1158",3.23333333333333,3.11538461538462,3.04347826086957,2.64,3.14285714285714,2.18387096774194,5,5,125,100,0.593333333333333,"rand"
"1159",2.7,3.26923076923077,2.82608695652174,3.08,3.52380952380952,1.97264516129032,5,5,125,100,0.823809523809524,"rand"
"1160",2.76666666666667,2.96153846153846,3,3.52,2.80952380952381,1.92735483870968,5,5,125,100,0.753333333333333,"rand"
"1161",2.63333333333333,3.19230769230769,2.78260869565217,2.88,2.52380952380952,1.89832258064516,5,5,125,100,0.668498168498169,"rand"
"1162",3.36666666666667,3.11538461538462,2.73913043478261,2.8,2.57142857142857,1.77187096774194,5,5,125,100,0.795238095238095,"rand"
"1163",2.73333333333333,3.03846153846154,3.73913043478261,2.68,3.14285714285714,2.13548387096774,5,5,125,100,1.05913043478261,"rand"
"1164",2.86666666666667,2.96153846153846,2.8695652173913,3.28,3.28571428571429,2.26451612903226,5,5,125,100,0.419047619047619,"rand"
"1165",2.56666666666667,3.19230769230769,2.47826086956522,2.64,3.38095238095238,2.36670967741936,5,5,125,100,0.902691511387164,"rand"
"1166",2.96666666666667,3,2.95652173913043,2.92,3.14285714285714,1.89509677419355,5,5,125,100,0.222857142857143,"rand"
"1167",3.26666666666667,2.53846153846154,2.82608695652174,2.92,2.76190476190476,1.81612903225806,5,5,125,100,0.728205128205128,"rand"
"1168",2.93333333333333,2.61538461538462,2.82608695652174,2.88,2.80952380952381,1.58683870967742,5,5,125,100,0.317948717948718,"rand"
"1169",2.96666666666667,3.19230769230769,3.08695652173913,3.04,3.04761904761905,1.96361290322581,5,5,125,100,0.225641025641026,"rand"
"1170",3.06666666666667,3.03846153846154,3.26086956521739,2.72,3.23809523809524,1.90812903225806,5,5,125,100,0.540869565217391,"rand"
"1171",2.8,2.84615384615385,3.30434782608696,2.72,3.42857142857143,1.84670967741935,5,5,125,100,0.708571428571428,"rand"
"1172",3,2.80769230769231,3.21739130434783,2.96,2.38095238095238,2.00348387096774,5,5,125,100,0.836438923395445,"rand"
"1173",3.2,2.73076923076923,2.82608695652174,3.2,3.28571428571429,2.02993548387097,5,5,125,100,0.554945054945055,"rand"
"1174",3.06666666666667,2.92307692307692,2.82608695652174,3.2,2.38095238095238,2.00683870967742,5,5,125,100,0.819047619047619,"rand"
"1175",3.16666666666667,3.11538461538462,2.43478260869565,3.2,2.80952380952381,2.07961290322581,5,5,125,100,0.765217391304348,"rand"
"1176",3.23333333333333,3.07692307692308,3.1304347826087,3,3.28571428571429,1.94683870967742,5,5,125,100,0.285714285714286,"rand"
"1177",3.03333333333333,2.5,3.1304347826087,2.64,3.04761904761905,1.74748387096774,5,5,125,100,0.630434782608696,"rand"
"1178",3.23333333333333,3.5,2.91304347826087,2.96,2.38095238095238,1.98283870967742,5,5,125,100,1.11904761904762,"rand"
"1179",3.1,3.34615384615385,2.73913043478261,3.16,2.95238095238095,1.79316129032258,5,5,125,100,0.607023411371237,"rand"
"1180",3.26666666666667,3.15384615384615,2.73913043478261,3.12,2.80952380952381,2.32903225806452,5,5,125,100,0.527536231884058,"rand"
"1181",2.73333333333333,2.80769230769231,3.26086956521739,3.36,3.0952380952381,2.04735483870968,5,5,125,100,0.626666666666666,"rand"
"1182",3.1,3.15384615384615,2.95652173913043,3.2,2.57142857142857,1.66103225806452,5,5,125,100,0.628571428571429,"rand"
"1183",2.96666666666667,2.76923076923077,3.21739130434783,2.92,3.42857142857143,2.00645161290323,5,5,125,100,0.659340659340659,"rand"
"1184",3.03333333333333,2.96153846153846,3.04347826086957,3.04,3.42857142857143,1.98412903225806,5,5,125,100,0.467032967032967,"rand"
"1185",2.93333333333333,2.69230769230769,3.34782608695652,3,3.0952380952381,1.7741935483871,5,5,125,100,0.655518394648829,"rand"
"1186",2.63333333333333,2.69230769230769,3.26086956521739,3.04,2.66666666666667,1.93638709677419,5,5,125,100,0.627536231884058,"rand"
"1187",2.46666666666667,3.11538461538462,3.26086956521739,2.88,3.0952380952381,1.89909677419355,5,5,125,100,0.794202898550724,"rand"
"1188",2.9,2.92307692307692,3.17391304347826,3.04,3.28571428571429,2.35251612903226,5,5,125,100,0.385714285714286,"rand"
"1189",3.26666666666667,3.30769230769231,2.78260869565217,3.24,2.66666666666667,1.88064516129032,5,5,125,100,0.641025641025641,"rand"
"1190",2.96666666666667,2.84615384615385,3.34782608695652,2.84,2.57142857142857,2.23548387096774,5,5,125,100,0.77639751552795,"rand"
"1191",2.8,3.03846153846154,3.26086956521739,3,3.33333333333333,2.25393548387097,5,5,125,100,0.533333333333334,"rand"
"1192",3.23333333333333,3.26923076923077,2.78260869565217,2.92,3.19047619047619,2.04864516129032,5,5,125,100,0.486622073578595,"rand"
"1193",3.9,3.15384615384615,2.69565217391304,2.96,2.95238095238095,1.88812903225806,5,5,125,100,1.20434782608696,"rand"
"1194",2.9,2.84615384615385,3.04347826086957,2.48,2.76190476190476,2.14025806451613,5,5,125,100,0.563478260869565,"rand"
"1195",2.73333333333333,3,3.30434782608696,3.2,3.14285714285714,2.05329032258065,5,5,125,100,0.571014492753623,"rand"
"1196",2.9,3.38461538461538,2.8695652173913,3.32,2.85714285714286,1.97058064516129,5,5,125,100,0.527472527472527,"rand"
"1197",3.16666666666667,3.19230769230769,3,3.08,2.9047619047619,1.75161290322581,5,5,125,100,0.287545787545788,"rand"
"1198",2.43333333333333,2.84615384615385,3.08695652173913,3,3.0952380952381,2.00554838709677,5,5,125,100,0.661904761904762,"rand"
"1199",2.86666666666667,3.23076923076923,3.30434782608696,3.32,2.42857142857143,2.15161290322581,5,5,125,100,0.891428571428571,"rand"
"1200",3.3,2.69230769230769,3.30434782608696,3.56,3,2.1461935483871,5,5,125,100,0.867692307692308,"rand"
"1201",3.38709677419355,2.52631578947368,3.29032258064516,2.81818181818182,2.95238095238095,1.9314538419016,5,5,135,100,0.860780984719864,"rand"
"1202",3.45161290322581,2.78947368421053,2.83870967741935,2.84848484848485,3.28571428571429,1.68457711442786,5,5,135,100,0.66213921901528,"rand"
"1203",2.87096774193548,3.15789473684211,2.80645161290323,2.84848484848485,2.76190476190476,2.1705914870094,5,5,135,100,0.395989974937343,"rand"
"1204",2.64516129032258,3.42105263157895,2.67741935483871,3.03030303030303,2.85714285714286,2.00995024875622,5,5,135,100,0.775891341256367,"rand"
"1205",3.09677419354839,3.68421052631579,3.25806451612903,3,2.80952380952381,2.21669430624654,5,5,135,100,0.87468671679198,"rand"
"1206",3.03225806451613,3,3.06451612903226,2.84848484848485,2.85714285714286,1.94637921503593,5,5,135,100,0.216031280547409,"rand"
"1207",2.96774193548387,3.26315789473684,2.54838709677419,3.15151515151515,3.38095238095238,2.03681592039801,5,5,135,100,0.832565284178187,"rand"
"1208",2.87096774193548,3.36842105263158,2.87096774193548,2.75757575757576,2.9047619047619,1.70226644555003,5,5,135,100,0.610845295055821,"rand"
"1209",2.54838709677419,3.10526315789474,2.96774193548387,2.81818181818182,3.47619047619048,1.97313432835821,5,5,135,100,0.927803379416283,"rand"
"1210",2.70967741935484,2.73684210526316,3.19354838709677,3.21212121212121,2.71428571428571,1.90027639579878,5,5,135,100,0.502443792766373,"rand"
"1211",2.58064516129032,3.05263157894737,3.19354838709677,2.90909090909091,3.57142857142857,2.17114427860697,5,5,135,100,0.990783410138249,"rand"
"1212",2.70967741935484,2.63157894736842,3.12903225806452,3.12121212121212,3.14285714285714,1.87175234936429,5,5,135,100,0.511278195488722,"rand"
"1213",3,3.21052631578947,2.83870967741935,3.45454545454545,3.33333333333333,2.26666666666667,5,5,135,100,0.6158357771261,"rand"
"1214",3.25806451612903,3.21052631578947,3.03225806451613,3.06060606060606,3.14285714285714,1.86268656716418,5,5,135,100,0.225806451612903,"rand"
"1215",3.06451612903226,3.10526315789474,2.58064516129032,2.48484848484848,2.80952380952381,1.90547263681592,5,5,135,100,0.620414673046252,"rand"
"1216",2.93548387096774,2.89473684210526,2.83870967741935,3.09090909090909,3.42857142857143,2.081592039801,5,5,135,100,0.589861751152073,"rand"
"1217",2.67741935483871,2.89473684210526,3.12903225806452,3.36363636363636,2.76190476190476,2.24621337755666,5,5,135,100,0.686217008797654,"rand"
"1218",2.83870967741935,2.73684210526316,3.54838709677419,3.15151515151515,2.76190476190476,1.87042564953013,5,5,135,100,0.811544991511036,"rand"
"1219",3.06451612903226,2.73684210526316,3.32258064516129,2.57575757575758,3.14285714285714,1.95433941404091,5,5,135,100,0.746823069403715,"rand"
"1220",2.90322580645161,2.68421052631579,2.87096774193548,3.03030303030303,2.66666666666667,2.15168601437258,5,5,135,100,0.363636363636364,"rand"
"1221",3.64516129032258,2.57894736842105,3,3.39393939393939,2.61904761904762,2.03626312880044,5,5,135,100,1.06621392190153,"rand"
"1222",3.25806451612903,2.63157894736842,3.03225806451613,3.12121212121212,3.04761904761905,2.04953012714207,5,5,135,100,0.626485568760611,"rand"
"1223",3.32258064516129,2.94736842105263,2.93548387096774,3,3.0952380952381,2.16716417910448,5,5,135,100,0.387096774193548,"rand"
"1224",2.87096774193548,3.10526315789474,2.67741935483871,3.09090909090909,3.33333333333333,1.95500276395799,5,5,135,100,0.655913978494624,"rand"
"1225",3.32258064516129,2.84210526315789,3.25806451612903,3.27272727272727,2.66666666666667,2.09596462133776,5,5,135,100,0.655913978494624,"rand"
"1226",3.06451612903226,2.94736842105263,3.03225806451613,2.72727272727273,2.52380952380952,2.05118850193477,5,5,135,100,0.540706605222734,"rand"
"1227",2.51612903225806,3.47368421052632,3.06451612903226,3.42424242424242,3.42857142857143,1.82332780541736,5,5,135,100,0.957555178268251,"rand"
"1228",2.54838709677419,3.31578947368421,2.96774193548387,3.27272727272727,3.19047619047619,2.53642896627971,5,5,135,100,0.767402376910017,"rand"
"1229",2.58064516129032,3,3.35483870967742,2.96969696969697,2.76190476190476,2.01138750690989,5,5,135,100,0.774193548387097,"rand"
"1230",3,2.84210526315789,3.35483870967742,3.27272727272727,3.14285714285714,2.18684355997789,5,5,135,100,0.512733446519525,"rand"
"1231",3.45161290322581,2.68421052631579,2.35483870967742,2.78787878787879,3.19047619047619,1.99502487562189,5,5,135,100,1.09677419354839,"rand"
"1232",2.70967741935484,3.05263157894737,3.35483870967742,2.84848484848485,2.76190476190476,1.84057490326147,5,5,135,100,0.645161290322581,"rand"
"1233",2.93548387096774,2.68421052631579,3.16129032258065,2.81818181818182,3.14285714285714,1.87860696517413,5,5,135,100,0.477079796264856,"rand"
"1234",2.7741935483871,2.89473684210526,2.64516129032258,3.03030303030303,3.04761904761905,1.99701492537313,5,5,135,100,0.402457757296467,"rand"
"1235",3.03225806451613,2.47368421052632,2.90322580645161,3.09090909090909,3.42857142857143,2.02985074626866,5,5,135,100,0.954887218045112,"rand"
"1236",2.83870967741935,3.10526315789474,2.74193548387097,3.12121212121212,2.85714285714286,1.86014372581537,5,5,135,100,0.379276637341154,"rand"
"1237",2.61290322580645,3.05263157894737,2.83870967741935,3.33333333333333,3,1.8269762299613,5,5,135,100,0.720430107526882,"rand"
"1238",3.35483870967742,2.84210526315789,3.45161290322581,3.12121212121212,2.95238095238095,2.12216694306247,5,5,135,100,0.609507640067912,"rand"
"1239",3.16129032258065,2.84210526315789,2.87096774193548,2.78787878787879,3.19047619047619,1.99115533443892,5,5,135,100,0.402597402597403,"rand"
"1240",3.2258064516129,3,2.54838709677419,2.60606060606061,3.0952380952381,1.75820895522388,5,5,135,100,0.67741935483871,"rand"
"1241",3.19354838709677,2.89473684210526,3.19354838709677,3.09090909090909,2.95238095238095,1.9771144278607,5,5,135,100,0.298811544991511,"rand"
"1242",2.87096774193548,2.73684210526316,2.80645161290323,3.06060606060606,3.33333333333333,1.81890547263682,5,5,135,100,0.596491228070176,"rand"
"1243",3,2.78947368421053,3.12903225806452,3.09090909090909,2.85714285714286,1.88059701492537,5,5,135,100,0.33955857385399,"rand"
"1244",3.25806451612903,3.21052631578947,2.87096774193548,3.36363636363636,2.9047619047619,1.89253731343284,5,5,135,100,0.49266862170088,"rand"
"1245",2.7741935483871,3.21052631578947,3.32258064516129,3,3,2.03460475400774,5,5,135,100,0.548387096774194,"rand"
"1246",3.2258064516129,3.42105263157895,3.06451612903226,2.96969696969697,3,1.8962962962963,5,5,135,100,0.451355661881978,"rand"
"1247",3.2258064516129,2.68421052631579,2.58064516129032,2.6969696969697,2.66666666666667,1.57291321171918,5,5,135,100,0.645161290322581,"rand"
"1248",3.06451612903226,2.89473684210526,3.54838709677419,2.90909090909091,2.80952380952381,2.00939745715865,5,5,135,100,0.738863287250384,"rand"
"1249",2.83870967741935,2.84210526315789,2.80645161290323,3.36363636363636,3.47619047619048,2.02631288004422,5,5,135,100,0.66973886328725,"rand"
"1250",3.12903225806452,3.15789473684211,3.09677419354839,3.06060606060606,3.38095238095238,1.82863460475401,5,5,135,100,0.32034632034632,"rand"
"1251",2.93548387096774,2.68421052631579,3.06451612903226,2.78787878787879,3.04761904761905,1.79800995024876,5,5,135,100,0.380305602716469,"rand"
"1252",2.80645161290323,2.63157894736842,2.93548387096774,3.03030303030303,3.28571428571429,2.35467108899945,5,5,135,100,0.654135338345864,"rand"
"1253",2.83870967741935,2.78947368421053,2.7741935483871,2.90909090909091,3.33333333333333,1.96218905472637,5,5,135,100,0.559139784946237,"rand"
"1254",2.61290322580645,3.47368421052632,3.48387096774194,2.84848484848485,2.9047619047619,2.18518518518519,5,5,135,100,0.870967741935484,"rand"
"1255",3.29032258064516,3.15789473684211,3.2258064516129,2.42424242424242,2.9047619047619,1.76097291321172,5,5,135,100,0.866080156402737,"rand"
"1256",3.03225806451613,3.21052631578947,3.2258064516129,2.84848484848485,2.76190476190476,2.10425649530127,5,5,135,100,0.463901689708141,"rand"
"1257",3.09677419354839,3.21052631578947,2.51612903225806,2.81818181818182,2.61904761904762,1.76428966279713,5,5,135,100,0.694397283531409,"rand"
"1258",3.12903225806452,2.78947368421053,2.96774193548387,2.96969696969697,2.80952380952381,1.92338308457711,5,5,135,100,0.33955857385399,"rand"
"1259",3.12903225806452,2.94736842105263,3.45161290322581,3.15151515151515,2.76190476190476,2.23029297954671,5,5,135,100,0.689708141321045,"rand"
"1260",2.51612903225806,3.21052631578947,2.58064516129032,2.81818181818182,3.33333333333333,2.41105583195135,5,5,135,100,0.817204301075269,"rand"
"1261",3,2.68421052631579,3.19354838709677,2.87878787878788,2.95238095238095,1.96130458817026,5,5,135,100,0.509337860780985,"rand"
"1262",2.67741935483871,3.52631578947368,2.87096774193548,2.63636363636364,3.23809523809524,1.85152017689331,5,5,135,100,0.889952153110048,"rand"
"1263",2.83870967741935,2.89473684210526,2.90322580645161,3,2.28571428571429,1.54007739082366,5,5,135,100,0.714285714285714,"rand"
"1264",3.38709677419355,2.89473684210526,3,2.6969696969697,3.19047619047619,1.99911553344389,5,5,135,100,0.690127077223852,"rand"
"1265",3.29032258064516,2.73684210526316,3.32258064516129,2.81818181818182,3.23809523809524,1.93841901603096,5,5,135,100,0.585738539898133,"rand"
"1266",2.61290322580645,3.26315789473684,2.74193548387097,3.15151515151515,2.85714285714286,1.89364289662797,5,5,135,100,0.650254668930391,"rand"
"1267",2.74193548387097,3.26315789473684,3.2258064516129,2.6969696969697,3,1.87860696517413,5,5,135,100,0.566188197767145,"rand"
"1268",3.12903225806452,3.63157894736842,2.80645161290323,2.54545454545455,3.19047619047619,2.11188501934771,5,5,135,100,1.08612440191388,"rand"
"1269",3.25806451612903,2.68421052631579,2.41935483870968,3.48484848484848,2.33333333333333,2.04886677722499,5,5,135,100,1.15151515151515,"rand"
"1270",3.03225806451613,3.57894736842105,2.96774193548387,2.66666666666667,2.71428571428571,1.83383084577114,5,5,135,100,0.912280701754386,"rand"
"1271",2.90322580645161,3.42105263157895,3.38709677419355,3.39393939393939,2.9047619047619,1.91188501934771,5,5,135,100,0.517826825127334,"rand"
"1272",3.06451612903226,2.15789473684211,3.06451612903226,2.63636363636364,2.95238095238095,1.9281370923162,5,5,135,100,0.906621392190153,"rand"
"1273",3.2258064516129,2.57894736842105,3.06451612903226,3.24242424242424,3.28571428571429,1.83084577114428,5,5,135,100,0.706766917293233,"rand"
"1274",3.12903225806452,3.31578947368421,2.83870967741935,3.18181818181818,2.9047619047619,2.21194029850746,5,5,135,100,0.477079796264856,"rand"
"1275",3,2.63157894736842,3.29032258064516,2.93939393939394,3.28571428571429,2.10248756218905,5,5,135,100,0.65874363327674,"rand"
"1276",2.90322580645161,3.15789473684211,3.09677419354839,2.87878787878788,2.95238095238095,1.61171918186844,5,5,135,100,0.279106858054226,"rand"
"1277",3.09677419354839,3.26315789473684,3.35483870967742,2.75757575757576,3.28571428571429,2.14074074074074,5,5,135,100,0.597262952101662,"rand"
"1278",3.45161290322581,2.52631578947368,3.32258064516129,2.81818181818182,2.80952380952381,1.81205085682698,5,5,135,100,0.925297113752122,"rand"
"1279",2.90322580645161,2.63157894736842,2.87096774193548,3.21212121212121,2.80952380952381,1.94107241569928,5,5,135,100,0.580542264752791,"rand"
"1280",2.83870967741935,2.52631578947368,3.25806451612903,2.60606060606061,2.66666666666667,1.87307904919845,5,5,135,100,0.731748726655348,"rand"
"1281",3,3.05263157894737,3.25806451612903,3.18181818181818,2.71428571428571,2.12238805970149,5,5,135,100,0.543778801843318,"rand"
"1282",3.19354838709677,2.94736842105263,3.06451612903226,2.75757575757576,3.14285714285714,2.07440574903261,5,5,135,100,0.435972629521016,"rand"
"1283",3.09677419354839,3.31578947368421,3.29032258064516,3.15151515151515,2.71428571428571,2.02133775566611,5,5,135,100,0.601503759398496,"rand"
"1284",2.74193548387097,2.68421052631579,3.12903225806452,2.78787878787879,3.14285714285714,2.3175234936429,5,5,135,100,0.458646616541353,"rand"
"1285",3.19354838709677,2.94736842105263,3.29032258064516,3.39393939393939,2.80952380952381,2.03792150359315,5,5,135,100,0.584415584415585,"rand"
"1286",2.67741935483871,3.05263157894737,3.12903225806452,3.33333333333333,3.14285714285714,1.95820895522388,5,5,135,100,0.655913978494624,"rand"
"1287",3.16129032258065,2.94736842105263,2.83870967741935,2.81818181818182,2.76190476190476,2.14129353233831,5,5,135,100,0.399385560675883,"rand"
"1288",3.2258064516129,3,3.12903225806452,3.06060606060606,2.9047619047619,2.03062465450525,5,5,135,100,0.321044546850998,"rand"
"1289",3.16129032258065,2.84210526315789,2.96774193548387,3,3.14285714285714,1.96926478717523,5,5,135,100,0.31918505942275,"rand"
"1290",3.03225806451613,3.15789473684211,3.06451612903226,3.15151515151515,3.04761904761905,1.75323383084577,5,5,135,100,0.125636672325976,"rand"
